,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
16,1008-1207,Blue,Irelia,Rek'Sai,Vladimir,Sivir,Tahm Kench,LeBlanc,Gragas,Alistar,None,None,1
17,1008-1207,Red,Gnar,Elise,Karma,Ashe,Bard,Shen,Hecarim,Malzahar,None,None,0
18,1009-1208,Blue,Trundle,Rek'Sai,Viktor,Lucian,Alistar,Bard,Malzahar,Braum,None,None,1
19,1009-1208,Red,Poppy,Graves,Cassiopeia,Sivir,Taric,Karma,Vladimir,Jhin,None,None,0
20,1010-1209,Blue,Gnar,Gragas,Taliyah,Jhin,Alistar,LeBlanc,Kassadin,Tahm Kench,None,None,1
21,1010-1209,Red,Rumble,Graves,Lissandra,Lucian,Braum,Hecarim,Malzahar,Vladimir,None,None,0
22,1011-1210,Blue,Ekko,Rek'Sai,Taliyah,Ashe,Thresh,Irelia,Alistar,Karma,None,None,0
23,1011-1210,Red,Riven,Hecarim,Lissandra,Twitch,Braum,Bard,Malzahar,Vladimir,None,None,1
24,1012-1211,Blue,Shen,Gragas,Viktor,Sivir,Alistar,Trundle,Bard,Zilean,None,None,0
25,1012-1211,Red,Gnar,Rek'Sai,Azir,Ashe,Braum,LeBlanc,Vladimir,Malzahar,None,None,1
26,1013-1212,Blue,Poppy,Hecarim,Malzahar,Kog'Maw,Braum,Rek'Sai,Taliyah,Shen,None,None,0
27,1013-1212,Red,Gnar,Gragas,Viktor,Jhin,Alistar,Mordekaiser,Vladimir,Lulu,None,None,1
28,1014-1213,Blue,Gnar,Rek'Sai,LeBlanc,Ashe,Alistar,Hecarim,Taliyah,Malzahar,None,None,1
29,1014-1213,Red,Trundle,Elise,Viktor,Jhin,Bard,Kassadin,Gragas,Vladimir,None,None,0
30,1015-1214,Blue,Ekko,Hecarim,Taliyah,Ashe,Braum,LeBlanc,Rek'Sai,Shen,None,None,1
31,1015-1214,Red,Gnar,Gragas,Viktor,Jhin,Thresh,Trundle,Vladimir,Malzahar,None,None,0
32,1016-1215,Blue,Maokai,Graves,Vladimir,Sivir,Alistar,Lulu,Kog'Maw,Malzahar,None,None,0
33,1016-1215,Red,Poppy,Rek'Sai,Karma,Twitch,Morgana,Hecarim,Shen,Gragas,None,None,1
34,1017-1216,Blue,Jax,Rek'Sai,LeBlanc,Jhin,Braum,Hecarim,Taliyah,Shen,None,None,1
35,1017-1216,Red,Poppy,Graves,Kassadin,Lucian,Alistar,Vladimir,Malzahar,Trundle,None,None,0
36,1018-1217,Blue,Gnar,Rek'Sai,Karma,Lucian,Braum,Swain,Hecarim,Alistar,None,None,0
37,1018-1217,Red,Shen,Gragas,LeBlanc,Sivir,Taric,Nidalee,Vladimir,Malzahar,None,None,1
38,1019-1218,Blue,Poppy,Gragas,Vladimir,Lucian,Morgana,Karma,Shen,Trundle,None,None,1
39,1019-1218,Red,Ekko,Rek'Sai,Kassadin,Jhin,Braum,Alistar,Malzahar,Hecarim,None,None,0
40,1020-1219,Blue,Shen,Gragas,Azir,Twitch,Taric,LeBlanc,Vladimir,Malzahar,None,None,1
41,1020-1219,Red,Maokai,Graves,Varus,Sivir,Braum,Trundle,Rek'Sai,Hecarim,None,None,0
42,1021-1220,Blue,Vladimir,Gragas,Twisted Fate,Ashe,Braum,Trundle,Karma,Rek'Sai,None,None,1
43,1021-1220,Red,Ekko,Graves,Malzahar,Jhin,Taric,Taliyah,Alistar,Hecarim,None,None,0
44,1022-1221,Blue,Maokai,Hecarim,Vladimir,Ezreal,Tahm Kench,LeBlanc,Malzahar,Twisted Fate,None,None,1
45,1022-1221,Red,Fiora,Graves,Viktor,Jhin,Braum,Karma,Shen,Trundle,None,None,0
46,1023-1222,Blue,Maokai,Hecarim,Corki,Ashe,Bard,Twitch,Trundle,Azir,None,None,0
47,1023-1222,Red,Shen,Gragas,Lissandra,Kog'Maw,Braum,Malzahar,Vladimir,LeBlanc,None,None,1
48,1024-1223,Blue,Ekko,Hecarim,Lissandra,Twitch,Morgana,Lulu,Poppy,Graves,None,None,1
49,1024-1223,Red,Irelia,Rek'Sai,Vladimir,Ashe,Thresh,Shen,Malzahar,Gragas,None,None,0
50,1025-1224,Blue,Maokai,Graves,LeBlanc,Sivir,Braum,Taliyah,Gragas,Elise,None,None,1
51,1025-1224,Red,Gnar,Rek'Sai,Viktor,Jhin,Alistar,Vladimir,Malzahar,Hecarim,None,None,0
52,1026-981,Blue,Fizz,Rek'Sai,Viktor,Ezreal,Braum,Twisted Fate,Bard,Ryze,None,None,1
53,1026-981,Red,Maokai,Elise,Kassadin,Jhin,Thresh,Trundle,Kindred,Vladimir,None,None,0
54,1027-982,Blue,Swain,Rek'Sai,Viktor,Jhin,Thresh,Trundle,Bard,Ryze,None,None,0
55,1027-982,Red,Hecarim,Gragas,Azir,Lucian,Braum,Caitlyn,Vladimir,Rumble,None,None,1
56,1028-986,Blue,Shen,Rek'Sai,LeBlanc,Lucian,Thresh,Trundle,Karma,Vladimir,None,None,1
57,1028-986,Red,Irelia,Gragas,Kassadin,Sivir,Bard,Maokai,Jhin,Ryze,None,None,0
58,1029-988,Blue,Swain,Rek'Sai,Viktor,Sivir,Karma,Twisted Fate,Jhin,Ryze,None,None,1
59,1029-988,Red,Trundle,Elise,Azir,Lucian,Thresh,Nidalee,LeBlanc,Vladimir,None,None,0
60,1030-990,Blue,Shen,Graves,Karma,Sivir,Bard,Lissandra,Azir,Nidalee,None,None,1
61,1030-990,Red,Trundle,Hecarim,Viktor,Ashe,Braum,Rek'Sai,Vladimir,Ryze,None,None,0
62,1031-992,Blue,Trundle,Nidalee,LeBlanc,Ezreal,Bard,Karma,Swain,Alistar,None,None,1
63,1031-992,Red,Irelia,Hecarim,Viktor,Lucian,Thresh,Vladimir,Braum,Ryze,None,None,0
64,1032-994,Blue,Trundle,Nidalee,Twisted Fate,Sivir,Karma,Graves,Azir,Swain,None,None,1
65,1032-994,Red,Maokai,Hecarim,Fizz,Jhin,Nami,Vladimir,Ryze,Gragas,None,None,0
66,1033-995,Blue,Ekko,Graves,Karma,Ashe,Braum,Sivir,Ryze,Elise,None,None,1
67,1033-995,Red,Renekton,Nidalee,Vladimir,Lucian,Trundle,Rek'Sai,Maokai,Jhin,None,None,0
68,1034-997,Blue,Maokai,Graves,LeBlanc,Jhin,Thresh,Sivir,Trundle,Vladimir,None,None,1
69,1034-997,Red,Nautilus,Gragas,Viktor,Ashe,Braum,Rek'Sai,Karma,Ryze,None,None,0
70,1035-998,Blue,Rumble,Rek'Sai,Karma,Lucian,Braum,Irelia,Jhin,Maokai,None,None,0
71,1035-998,Red,Fizz,Hecarim,Swain,Sivir,Thresh,Nidalee,Vladimir,Ryze,None,None,1
72,1036-1002,Blue,Hecarim,Kindred,LeBlanc,Jhin,Trundle,Rumble,Caitlyn,Viktor,None,None,1
73,1036-1002,Red,Malzahar,Graves,Azir,Ashe,Braum,Rek'Sai,Vladimir,Ryze,None,None,0
74,1037-1004,Blue,Maokai,Lee Sin,Viktor,Lucian,Thresh,Trundle,Ryze,Rek'Sai,None,None,0
75,1037-1004,Red,Fiora,Gragas,Azir,Sivir,Bard,Twisted Fate,Vladimir,Hecarim,None,None,1
76,1038-1006,Blue,Trundle,Elise,LeBlanc,Ezreal,Braum,Jhin,Thresh,Shen,None,None,1
77,1038-1006,Red,Maokai,Hecarim,Karma,Sivir,Nami,Vladimir,Ryze,Rek'Sai,None,None,0
78,1039-1008,Blue,Trundle,Elise,Twisted Fate,Sivir,Bard,Kindred,Lucian,Ryze,None,None,1
79,1039-1008,Red,Maokai,Graves,LeBlanc,Ezreal,Braum,Rek'Sai,Jhin,Vladimir,None,None,0
80,1040-1010,Blue,Irelia,Rek'Sai,LeBlanc,Sivir,Thresh,Trundle,Bard,Ryze,None,None,1
81,1040-1010,Red,Maokai,Nidalee,Viktor,Ezreal,Braum,Karma,Azir,Vladimir,None,None,0
82,1041-1012,Blue,Vladimir,Graves,Lissandra,Sivir,Bard,LeBlanc,Swain,Twisted Fate,None,None,1
83,1041-1012,Red,Irelia,Kindred,Ryze,Ashe,Karma,Braum,Rek'Sai,Nidalee,None,None,0
84,1042-1014,Blue,Trundle,Gragas,Ekko,Ashe,Bard,Caitlyn,Thresh,Ryze,None,None,1
85,1042-1014,Red,Rumble,Rek'Sai,Viktor,Lucian,Nami,Vladimir,Twisted Fate,Hecarim,None,None,0
86,1043-1015,Blue,Trundle,Elise,Ryze,Sivir,Braum,LeBlanc,Vladimir,Rumble,None,None,1
87,1043-1015,Red,Fizz,Rek'Sai,Azir,Jhin,Karma,Bard,Hecarim,Gragas,None,None,0
88,1044-1017,Blue,Irelia,Rek'Sai,LeBlanc,Sivir,Trundle,Shen,Lucian,Jhin,None,None,1
89,1044-1017,Red,Gnar,Elise,Zilean,Twitch,Braum,Twisted Fate,Vladimir,Viktor,None,None,0
90,1045-1020,Blue,Irelia,Gragas,Vladimir,Lucian,Braum,LeBlanc,Elise,Kindred,None,None,0
91,1045-1020,Red,Trundle,Graves,Karma,Ezreal,Bard,Rek'Sai,Ryze,Twisted Fate,None,None,1
92,1046-1021,Blue,Trundle,Lee Sin,Azir,Sivir,Bard,Irelia,LeBlanc,Vladimir,None,None,1
93,1046-1021,Red,Swain,Rek'Sai,Viktor,Jhin,Braum,Lissandra,Rumble,Ryze,None,None,0
94,1047-1023,Blue,Trundle,Hecarim,Twisted Fate,Twitch,Morgana,Braum,Rek'Sai,LeBlanc,None,None,1
95,1047-1023,Red,Rumble,Graves,Karma,Ezreal,Bard,Alistar,Ryze,Vladimir,None,None,0
96,1048-1025,Blue,Renekton,Elise,Vladimir,Jhin,Morgana,LeBlanc,Braum,Nami,None,None,1
97,1048-1025,Red,Trundle,Graves,Anivia,Caitlyn,Thresh,Karma,Sivir,Ryze,None,None,0
98,1049-1027,Blue,Zac,Yasuo,Vladimir,Ashe,Taliyah,Trundle,Twisted Fate,Kha'Zix,None,None,0
99,1049-1027,Red,Irelia,Rek'Sai,Ryze,Jhin,Thresh,Hecarim,Sivir,Maokai,None,None,1
100,1050-983,Blue,Trundle,Gragas,Ryze,Sivir,Leona,Lissandra,Karma,Braum,None,None,0
101,1050-983,Red,Rumble,Nidalee,Azir,Ezreal,Bard,Vladimir,Rek'Sai,Elise,None,None,1
102,1051-984,Blue,Irelia,Gragas,Ryze,Sivir,Bard,Nidalee,Trundle,Vladimir,None,None,1
103,1051-984,Red,Hecarim,Rek'Sai,Swain,Kalista,Alistar,Maokai,Braum,Karma,None,None,0
104,1052-985,Blue,Swain,Hecarim,Vladimir,Jhin,Thresh,Rumble,Graves,Ryze,None,None,0
105,1052-985,Red,Renekton,Elise,Karma,Sivir,Trundle,Irelia,Braum,Nami,None,None,1
106,1053-987,Blue,Maokai,Rek'Sai,Viktor,Jhin,Thresh,Hecarim,Trundle,Fizz,None,None,1
107,1053-987,Red,Irelia,Graves,Swain,Lucian,Braum,Kindred,Vladimir,Ryze,None,None,0
108,1054-989,Blue,Irelia,Rek'Sai,Viktor,Sivir,Thresh,Twisted Fate,Bard,Ryze,None,None,0
109,1054-989,Red,Maokai,Hecarim,Lissandra,Lucian,Braum,Caitlyn,Trundle,Vladimir,None,None,1
110,1055-991,Blue,Irelia,Elise,Ryze,Jhin,Trundle,Twisted Fate,Karma,Kindred,None,None,0
111,1055-991,Red,Hecarim,Rek'Sai,Azir,Sivir,Bard,LeBlanc,Vladimir,Fizz,None,None,1
112,1056-993,Blue,Malphite,Hecarim,Ryze,Ashe,Braum,Twisted Fate,Trundle,Vladimir,None,None,0
113,1056-993,Red,Irelia,Rek'Sai,Viktor,Jhin,Bard,Shen,Lucian,Maokai,None,None,1
114,1057-996,Blue,Swain,Graves,LeBlanc,Lucian,Karma,Irelia,Trundle,Twisted Fate,None,None,1
115,1057-996,Red,Maokai,Kindred,Azir,Ezreal,Braum,Rek'Sai,Ryze,Vladimir,None,None,0
116,1058-999,Blue,Nautilus,Rek'Sai,Vladimir,Twitch,Braum,Karma,Swain,Trundle,None,None,1
117,1058-999,Red,Irelia,Gragas,Ryze,Sivir,Thresh,Twisted Fate,Jhin,Bard,None,None,0
118,1059-1000,Blue,Swain,Rek'Sai,Twisted Fate,Lucian,Thresh,LeBlanc,Shen,Maokai,None,None,1
119,1059-1000,Red,Trundle,Graves,Azir,Jhin,Karma,Vladimir,Ryze,Bard,None,None,0
120,1060-1001,Blue,Rumble,Rek'Sai,Lissandra,Ezreal,Bard,Karma,Irelia,Shen,None,None,1
121,1060-1001,Red,Maokai,Kindred,Azir,Sivir,Trundle,Vladimir,Ryze,Nidalee,None,None,0
122,1061-1003,Blue,Trundle,Graves,LeBlanc,Ezreal,Alistar,Nidalee,Braum,Vladimir,None,None,1
123,1061-1003,Red,Shen,Rek'Sai,Viktor,Sivir,Bard,Karma,Swain,Ryze,None,None,0
124,1062-1005,Blue,Trundle,Elise,Karma,Kalista,Alistar,Rek'Sai,Graves,Braum,None,None,0
125,1062-1005,Red,Maokai,Kha'Zix,LeBlanc,Jhin,Thresh,Ryze,Vladimir,Sivir,None,None,1
126,1063-1007,Blue,Rumble,Kha'Zix,Vladimir,Sivir,Thresh,Nidalee,Twisted Fate,Trundle,None,None,1
127,1063-1007,Red,Maokai,Graves,Karma,Jhin,Bard,Swain,Hecarim,Ryze,None,None,0
128,1064-1009,Blue,Swain,Hecarim,Vladimir,Ezreal,Braum,Trundle,Kindred,Ryze,None,None,0
129,1064-1009,Red,Rumble,Rek'Sai,Azir,Jhin,Karma,Twisted Fate,Maokai,None,None,None,1
130,1065-1011,Blue,Hecarim,Gragas,Zilean,Lucian,Bard,Caitlyn,Rumble,Vladimir,None,None,1
131,1065-1011,Red,Gangplank,Graves,LeBlanc,Ezreal,Nami,Azir,Ryze,Rek'Sai,None,None,0
132,1066-1013,Blue,Maokai,Elise,Morgana,Sivir,Trundle,Karma,Bard,Irelia,None,None,0
133,1066-1013,Red,Rumble,Graves,LeBlanc,Kalista,Braum,Vladimir,Ryze,Rek'Sai,None,None,1
134,1067-1016,Blue,Vladimir,Graves,Viktor,Jhin,Alistar,Braum,Lissandra,Rek'Sai,None,None,1
135,1067-1016,Red,Fiora,Nidalee,Ryze,Ezreal,Karma,Swain,LeBlanc,Twisted Fate,None,None,0
136,1068-1018,Blue,Trundle,Graves,Twisted Fate,Kalista,Braum,Jhin,Karma,LeBlanc,None,None,0
137,1068-1018,Red,Rumble,Rek'Sai,Pantheon,Ashe,Thresh,Vladimir,Sivir,Ryze,None,None,1
138,1069-1019,Blue,Swain,Kha'Zix,Ryze,Jhin,Thresh,Nidalee,Trundle,Twisted Fate,None,None,1
139,1069-1019,Red,Maokai,Graves,Lissandra,Sivir,Karma,Irelia,Hecarim,Vladimir,None,None,0
140,1070-1022,Blue,Irelia,Hecarim,Viktor,Ezreal,Bard,Azir,Rek'Sai,Trundle,None,None,0
141,1070-1022,Red,Rumble,Graves,LeBlanc,Ashe,Braum,Caitlyn,Ryze,Vladimir,None,None,1
142,1071-1024,Blue,Swain,Rek'Sai,Zilean,Lucian,Braum,Twisted Fate,Vladimir,Bard,None,None,1
143,1071-1024,Red,Trundle,Lee Sin,Ekko,Jhin,Thresh,Azir,Hecarim,Ryze,None,None,0
144,1072-1026,Blue,Tahm Kench,Kha'Zix,Vladimir,Mordekaiser,Blitzcrank,Swain,Ryze,Trundle,None,None,0
145,1072-1026,Red,Rumble,Hecarim,Karma,Lucian,Thresh,Shen,Rek'Sai,Jhin,None,None,1
146,1073-1028,Blue,Trundle,Graves,Karma,Ezreal,Bard,Twisted Fate,Jhin,Rek'Sai,None,None,0
147,1073-1028,Red,Vladimir,Kha'Zix,Ryze,Sivir,Braum,Lucian,Maokai,Kindred,None,None,1
148,1078-1030,Blue,Maokai,Graves,Vladimir,Sivir,Braum,Karma,Irelia,Rek'Sai,None,None,1
149,1078-1030,Red,Shen,Elise,Ryze,Lucian,Bard,Lissandra,Azir,Trundle,None,None,0
150,1079-1029,Blue,Trundle,Elise,Vladimir,Ezreal,Alistar,Twisted Fate,Jhin,Braum,None,None,1
151,1079-1029,Red,Jax,Graves,Ryze,Sivir,Bard,Swain,Karma,Rek'Sai,None,None,0
152,1080-1031,Blue,Trundle,Rek'Sai,Ryze,Sivir,Braum,Thresh,Swain,Fizz,None,None,1
153,1080-1031,Red,Rumble,Hecarim,LeBlanc,Jhin,Karma,Nidalee,Vladimir,Lissandra,None,None,0
154,1080-1032,Blue,Maokai,Lee Sin,Vladimir,Twitch,Nami,Nidalee,Lissandra,Trundle,None,None,0
155,1080-1032,Red,Shen,Graves,Ryze,Sivir,Bard,Hecarim,LeBlanc,Thresh,None,None,1
156,1080-1033,Blue,Irelia,Rek'Sai,Ryze,Ezreal,Nami,LeBlanc,Thresh,Hecarim,None,None,1
157,1080-1033,Red,Trundle,Graves,Swain,Sivir,Bard,Nidalee,Vladimir,Lissandra,None,None,0
158,1081-1034,Blue,Hecarim,Elise,Vladimir,Ezreal,Bard,Twisted Fate,Sivir,Karma,None,None,1
159,1081-1034,Red,Irelia,Rek'Sai,Ryze,Lucian,Nami,Swain,Trundle,Thresh,None,None,0
160,1081-1035,Blue,Shen,Hecarim,Ryze,Ezreal,Morgana,Trundle,Swain,Rek'Sai,None,None,0
161,1081-1035,Red,Maokai,Elise,Azir,Caitlyn,Bard,Vladimir,Sivir,Karma,None,None,1
162,1081-1036,Blue,Maokai,Elise,Azir,Sivir,Braum,Karma,Twisted Fate,Bard,None,None,1
163,1081-1036,Red,Ryze,Rek'Sai,LeBlanc,Kalista,Kennen,Vladimir,Trundle,Swain,None,None,0
164,1082-1037,Blue,Trundle,Gragas,Viktor,Lucian,Nami,Twisted Fate,Vladimir,LeBlanc,None,None,0
165,1082-1037,Red,Ekko,Rek'Sai,Kassadin,Jhin,Bard,Ryze,Azir,Zilean,None,None,1
166,1082-1038,Blue,Irelia,Rek'Sai,Karma,Lucian,Thresh,Azir,Zilean,Ryze,None,None,1
167,1082-1038,Red,Trundle,Gragas,Viktor,Sivir,Bard,Jhin,LeBlanc,Vladimir,None,None,0
168,1082-1039,Blue,Hecarim,Rek'Sai,Aurelion Sol,Draven,Alistar,Twisted Fate,Jhin,Vladimir,None,None,0
169,1082-1039,Red,Trundle,Elise,LeBlanc,Sivir,Bard,Azir,Zilean,Ryze,None,None,1
170,1083-1040,Blue,Maokai,Graves,Vladimir,Sivir,Braum,Trundle,Karma,Ryze,None,None,1
171,1083-1040,Red,Rumble,Lee Sin,Azir,Jhin,Tahm Kench,Thresh,Rek'Sai,Twisted Fate,None,None,0
172,1083-1041,Blue,Nautilus,Graves,Azir,Lucian,Trundle,Thresh,Twisted Fate,Braum,None,None,0
173,1083-1041,Red,Maokai,Kha'Zix,LeBlanc,Sivir,Karma,Rek'Sai,Vladimir,Ryze,None,None,1
174,1083-1042,Blue,Maokai,Kha'Zix,Azir,Sivir,Thresh,Trundle,Karma,Rek'Sai,None,None,1
175,1083-1042,Red,Irelia,Evelynn,Orianna,Kalista,Blitzcrank,Twisted Fate,Vladimir,Ryze,None,None,0
176,1084-1225,Blue,Trundle,Rek'Sai,Taliyah,Jhin,Tahm Kench,Malzahar,Braum,Vladimir,None,None,1
177,1084-1225,Red,Gnar,Gragas,Kassadin,Kalista,Alistar,Karma,Shen,Hecarim,None,None,0
178,1084-1226,Blue,Gnar,Rek'Sai,LeBlanc,Ashe,Braum,Karma,Shen,Taliyah,None,None,1
179,1084-1226,Red,Trundle,Nidalee,Viktor,Jhin,Tahm Kench,Malzahar,Vladimir,Hecarim,None,None,0
180,1084-1230,Blue,Trundle,Rek'Sai,Taliyah,Ezreal,Tahm Kench,Malzahar,Braum,Hecarim,None,None,1
181,1084-1230,Red,Gnar,Gragas,Twisted Fate,Jhin,Morgana,Karma,Shen,Vladimir,None,None,0
182,1085-1239,Blue,Shen,Graves,LeBlanc,Ashe,Braum,Elise,Taliyah,Gragas,None,None,0
183,1085-1239,Red,Maokai,Olaf,Kassadin,Sivir,Taric,Vladimir,Malzahar,Hecarim,None,None,1
184,1085-1240,Blue,Shen,Hecarim,Viktor,Lucian,Braum,LeBlanc,Kog'Maw,Malzahar,None,None,1
185,1085-1240,Red,Maokai,Gragas,Kassadin,Sivir,Taric,Taliyah,Elise,Vladimir,None,None,0
186,1085-1243,Blue,Trundle,Graves,Viktor,Ashe,Tahm Kench,Elise,Taliyah,Gragas,None,None,0
187,1085-1243,Red,Shen,Olaf,Kassadin,Sivir,Taric,Vladimir,Malzahar,Hecarim,None,None,1
188,1086-1251,Blue,Gnar,Rek'Sai,Lissandra,Ashe,Bard,Malzahar,Hecarim,None,None,None,0
189,1086-1251,Red,Maokai,Graves,Viktor,Sivir,Braum,Vladimir,Shen,None,None,None,1
190,1086-1252,Blue,Trundle,Lee Sin,Vladimir,Sivir,Thresh,Bard,Shen,Rek'Sai,None,None,0
191,1086-1252,Red,Maokai,Graves,Karma,Kog'Maw,Braum,Malzahar,Hecarim,LeBlanc,None,None,1
192,1086-1253,Blue,Maokai,Rek'Sai,Viktor,Sivir,Alistar,Hecarim,Braum,Graves,None,None,0
193,1086-1253,Red,Shen,Gragas,Varus,Jhin,Bard,Kog'Maw,Vladimir,Malzahar,None,None,1
194,1086-1254,Blue,Maokai,Graves,LeBlanc,Sivir,Bard,Karma,Braum,Shen,None,None,1
195,1086-1254,Red,Ekko,Hecarim,Lissandra,Lucian,Thresh,Vladimir,Malzahar,Jhin,None,None,0
196,1087-1257,Blue,Maokai,Hecarim,Swain,Ashe,Braum,Zilean,Azir,Rek'Sai,None,None,0
197,1087-1257,Red,Shen,Gragas,Viktor,Twitch,Alistar,LeBlanc,Vladimir,Malzahar,None,None,1
198,1087-1258,Blue,Shen,Rek'Sai,Azir,Jhin,Tahm Kench,LeBlanc,Vladimir,Malzahar,None,None,0
199,1087-1258,Red,Gnar,Hecarim,Kassadin,Sivir,Alistar,Twitch,Kog'Maw,Zilean,None,None,1
200,1087-1259,Blue,Gnar,Rek'Sai,Viktor,Sivir,Alistar,Twitch,Kog'Maw,Zilean,None,None,1
201,1087-1259,Red,Shen,Gragas,Azir,Ashe,Braum,LeBlanc,Vladimir,Hecarim,None,None,0
202,1087-1263,Blue,Trundle,Rek'Sai,Karma,Sivir,Braum,LeBlanc,Vladimir,Alistar,None,None,1
203,1087-1263,Red,Shen,Hecarim,Fizz,Jhin,Taric,Twitch,Kog'Maw,Zilean,None,None,0
204,1087-1264,Blue,Gnar,Gragas,Lissandra,Sivir,Karma,Zilean,Kog'Maw,Twitch,None,None,1
205,1087-1264,Red,Trundle,Rek'Sai,Cassiopeia,Lucian,Braum,LeBlanc,Vladimir,Alistar,None,None,0
206,1095-1276,Blue,Ekko,Elise,Karma,Jhin,Tahm Kench,None,None,None,None,None,1
207,1095-1276,Red,Gangplank,Lee Sin,Viktor,Lucian,Alistar,None,None,None,None,None,0
208,1095-1277,Blue,Ekko,Rek'Sai,Kassadin,Jhin,Alistar,None,None,None,None,None,1
209,1095-1277,Red,Gangplank,Hecarim,Karma,Sivir,Braum,None,None,None,None,None,0
210,1095-1278,Blue,Graves,Gragas,Cassiopeia,Jhin,Taric,None,None,None,None,None,1
211,1095-1278,Red,Gangplank,Hecarim,Vladimir,Sivir,Trundle,None,None,None,None,None,0
212,1095-1297,Blue,Gnar,Elise,Twisted Fate,Ashe,Braum,None,None,None,None,None,0
213,1095-1297,Red,Ekko,Graves,Vladimir,Sivir,Bard,None,None,None,None,None,1
214,1096-1279,Blue,Shen,Gragas,Taliyah,Ezreal,Alistar,None,None,None,None,None,1
215,1096-1279,Red,Poppy,Hecarim,Karma,Ashe,Tahm Kench,None,None,None,None,None,0
216,1096-1280,Blue,Shen,Gragas,Karma,Ashe,Braum,None,None,None,None,None,1
217,1096-1280,Red,Gnar,Rek'Sai,Kassadin,Jhin,Alistar,None,None,None,None,None,0
218,1096-1281,Blue,Irelia,Elise,Taliyah,Sivir,Alistar,None,None,None,None,None,1
219,1096-1281,Red,Poppy,Rek'Sai,Karma,Twitch,Braum,None,None,None,None,None,0
220,1096-1282,Blue,Ekko,Gragas,Viktor,Ashe,Bard,None,None,None,None,None,0
221,1096-1282,Red,Irelia,Evelynn,Karma,Sivir,Alistar,None,None,None,None,None,1
222,1097-1283,Blue,Gangplank,Rek'Sai,Malzahar,Sivir,Thresh,None,None,None,None,None,1
223,1097-1283,Red,Gnar,Gragas,Vladimir,Jhin,Karma,None,None,None,None,None,0
224,1097-1284,Blue,Gangplank,Rek'Sai,Lissandra,Ezreal,Alistar,None,None,None,None,None,0
225,1097-1284,Red,Poppy,Graves,Syndra,Jhin,Thresh,None,None,None,None,None,1
226,1097-1285,Blue,Renekton,Rek'Sai,Vladimir,Ezreal,Alistar,None,None,None,None,None,1
227,1097-1285,Red,Poppy,Graves,Malzahar,Jhin,Thresh,None,None,None,None,None,0
228,1097-1286,Blue,Trundle,Rek'Sai,Vladimir,Ezreal,Alistar,None,None,None,None,None,1
229,1097-1286,Red,Poppy,Gragas,Lissandra,Sivir,Thresh,None,None,None,None,None,0
230,1097-1287,Blue,Shen,Elise,Lissandra,Kog'Maw,Braum,None,None,None,None,None,1
231,1097-1287,Red,Trundle,Rek'Sai,Karma,Ashe,Thresh,None,None,None,None,None,0
232,1098-1288,Blue,Gnar,Hecarim,Taliyah,Jhin,Braum,None,None,None,None,None,1
233,1098-1288,Red,Rumble,Rek'Sai,Lissandra,Ashe,Thresh,None,None,None,None,None,0
234,1098-1289,Blue,Poppy,Gragas,LeBlanc,Sivir,Trundle,None,None,None,None,None,0
235,1098-1289,Red,Shen,Kha'Zix,Malzahar,Lucian,Braum,None,None,None,None,None,1
236,1098-1290,Blue,Malzahar,Rek'Sai,Vladimir,Jhin,Nami,None,None,None,None,None,1
