,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
39,8409-8409_game_2,Red,Jayce,Lee Sin,Corki,Kai'Sa,Leona,Renekton,LeBlanc,Caitlyn,Syndra,Akali,1
40,8410-8410_game_1,Blue,Jayce,Xin Zhao,Sylas,Jhin,Leona,Samira,Yasuo,Renekton,Rumble,Rakan,0
41,8410-8410_game_1,Red,Graves,Jarvan IV,Akali,Jinx,Rell,Caitlyn,LeBlanc,Thresh,Ziggs,Ezreal,1
42,8410-8410_game_2,Blue,Rumble,Jarvan IV,Viktor,Jinx,Thresh,LeBlanc,Caitlyn,Lee Sin,Ziggs,Jhin,1
43,8410-8410_game_2,Red,Sett,Viego,Corki,Varus,Leona,Akali,Xin Zhao,Renekton,Syndra,Vex,0
44,8411-8411_game_1,Blue,Akshan,Jarvan IV,Twisted Fate,Aphelios,Nautilus,LeBlanc,Zoe,Thresh,Jayce,Jax,1
45,8411-8411_game_1,Red,Graves,Lee Sin,Corki,Ziggs,Leona,Caitlyn,Xin Zhao,Renekton,Camille,Gwen,0
46,8411-8411_game_2,Blue,Jayce,Jarvan IV,Twisted Fate,Aphelios,Nautilus,LeBlanc,Zoe,Thresh,Corki,Jax,0
47,8411-8411_game_2,Red,Sion,Lee Sin,Viktor,Ziggs,Leona,Caitlyn,Xin Zhao,Renekton,Camille,Gwen,1
48,8411-8411_game_3,Blue,Gragas,Viego,Corki,Aphelios,Nautilus,LeBlanc,Zoe,Twisted Fate,Graves,Gwen,1
49,8411-8411_game_3,Red,Gangplank,Lee Sin,Viktor,Jhin,Leona,Caitlyn,Xin Zhao,Renekton,Jayce,Thresh,0
50,8412-8412_game_1,Blue,Camille,Lee Sin,Galio,Jinx,Nautilus,Ryze,Corki,Caitlyn,Akali,Fiora,0
51,8412-8412_game_1,Red,Gwen,Xin Zhao,Zoe,Aphelios,Thresh,Renekton,Twisted Fate,Jarvan IV,LeBlanc,Vex,1
52,8412-8412_game_2,Blue,Camille,Xin Zhao,Galio,Jinx,Lulu,Ryze,Caitlyn,Lee Sin,Corki,Vex,0
53,8412-8412_game_2,Red,Gwen,Olaf,Viktor,Aphelios,Thresh,Renekton,Twisted Fate,Nautilus,Ziggs,Rakan,1
54,8413-8413_game_1,Blue,Renekton,Nidalee,Sylas,Aphelios,Rakan,Xin Zhao,Twisted Fate,Thresh,LeBlanc,Gnar,1
55,8413-8413_game_1,Red,Jax,Lee Sin,Corki,Ziggs,Leona,Caitlyn,Jinx,Jarvan IV,Vex,Nautilus,0
56,8413-8413_game_2,Blue,Renekton,Nidalee,Viktor,Ezreal,Rakan,Xin Zhao,Twisted Fate,Aphelios,LeBlanc,Jax,0
57,8413-8413_game_2,Red,Ornn,Lee Sin,Corki,Kai'Sa,Leona,Caitlyn,Jinx,Jarvan IV,Xayah,Jhin,1
58,8413-8413_game_3,Blue,Gragas,Lee Sin,Corki,Ezreal,Braum,Xin Zhao,Twisted Fate,Aphelios,Jhin,Kai'Sa,1
59,8413-8413_game_3,Red,Graves,Rek'Sai,Viktor,Xayah,Leona,Jarvan IV,Caitlyn,Jinx,Gwen,Jayce,0
60,8414-8414_game_1,Blue,Gwen,Rek'Sai,Corki,Jinx,Nautilus,Lee Sin,Twisted Fate,Ryze,Rakan,Leona,1
61,8414-8414_game_1,Red,Jax,Xin Zhao,Viktor,Aphelios,Lulu,Renekton,Caitlyn,Thresh,Jayce,Kennen,0
62,8414-8414_game_2,Blue,Jax,Jarvan IV,Corki,Aphelios,Braum,Lee Sin,Twisted Fate,Ryze,Sylas,Vex,0
63,8414-8414_game_2,Red,Gwen,Xin Zhao,Viktor,Jinx,Thresh,Renekton,Rek'Sai,Caitlyn,Jayce,Kennen,1
64,8414-8414_game_3,Blue,Gwen,Qiyana,Vex,Jinx,Leona,Lee Sin,Xin Zhao,Ryze,Rakan,Irelia,0
65,8414-8414_game_3,Red,Jayce,Jarvan IV,Corki,Jhin,Nautilus,Renekton,Rek'Sai,Caitlyn,Viego,Nidalee,1
66,8415-8415_game_1,Blue,Gragas,Talon,Corki,Samira,Rell,Nidalee,LeBlanc,Aphelios,Xayah,Vex,1
67,8415-8415_game_1,Red,Gwen,Xin Zhao,Viktor,Vayne,Rakan,Akali,Renekton,Jinx,Jarvan IV,Rumble,0
68,8415-8415_game_2,Blue,Gwen,Lee Sin,Corki,Kai'Sa,Rakan,Akali,Jinx,Samira,Rell,Nautilus,0
69,8415-8415_game_2,Red,Gragas,Xin Zhao,Viktor,Ezreal,Yuumi,Nidalee,Aphelios,Caitlyn,Xayah,Draven,1
70,8416-8416_game_1,Blue,Gwen,Xin Zhao,Ryze,Kai'Sa,Leona,Lee Sin,LeBlanc,Aphelios,Vex,Syndra,0
71,8416-8416_game_1,Red,Jax,Viego,Viktor,Jhin,Nautilus,Twisted Fate,Caitlyn,Jinx,Galio,Corki,1
72,8416-8416_game_2,Blue,Gragas,Talon,Orianna,Aphelios,Rakan,Lee Sin,LeBlanc,Xin Zhao,Syndra,Viktor,1
73,8416-8416_game_2,Red,Graves,Viego,Vex,Jinx,Nautilus,Twisted Fate,Caitlyn,Jarvan IV,Corki,Galio,0
74,8416-8416_game_3,Blue,Gragas,Jarvan IV,Zoe,Jinx,Thresh,Twisted Fate,Talon,Caitlyn,Rakan,Corki,1
75,8416-8416_game_3,Red,Renekton,Nidalee,Viktor,Jhin,Leona,Lee Sin,Xin Zhao,LeBlanc,Syndra,Vex,0
76,8417-8417_game_1,Blue,Gragas,Talon,Corki,Jhin,Leona,Twisted Fate,Jarvan IV,Rakan,Vex,Graves,0
77,8417-8417_game_1,Red,Gwen,Zed,Viktor,Aphelios,Nautilus,Caitlyn,Lee Sin,Thresh,Xin Zhao,Tryndamere,1
78,8417-8417_game_2,Blue,Viktor,Lee Sin,Akali,Varus,Nautilus,Caitlyn,Tryndamere,Jinx,Jax,Jayce,0
79,8417-8417_game_2,Red,Gwen,Xin Zhao,LeBlanc,Jhin,Leona,Twisted Fate,Rakan,Aphelios,Graves,Vex,1
80,8417-8417_game_3,Blue,Camille,Viego,Zoe,Ziggs,Leona,Twisted Fate,Rakan,Jarvan IV,Vex,Gwen,1
81,8417-8417_game_3,Red,Graves,Xin Zhao,LeBlanc,Aphelios,Yuumi,Caitlyn,Lee Sin,Thresh,Jayce,Tryndamere,0
82,8418-8418_game_1,Blue,Graves,Talon,Zoe,Aphelios,Thresh,Corki,Jhin,Jarvan IV,Syndra,LeBlanc,0
83,8418-8418_game_1,Red,Jax,Xin Zhao,Vex,Jinx,Nautilus,Twisted Fate,Renekton,Caitlyn,Lee Sin,Olaf,1
84,8418-8418_game_2,Blue,Gwen,Olaf,Lucian,Aphelios,Leona,Talon,Thresh,Caitlyn,Jinx,Samira,1
85,8418-8418_game_2,Red,Kennen,Diana,Renekton,Ezreal,Braum,Jhin,Twisted Fate,Corki,Syndra,LeBlanc,0
86,8419-8419_game_1,Blue,Graves,Viego,Ryze,Aphelios,Lulu,Xin Zhao,Renekton,Corki,Nautilus,Leona,1
87,8419-8419_game_1,Red,Gwen,Jarvan IV,Zoe,Jinx,Rakan,Caitlyn,Thresh,Lee Sin,Jayce,Jax,0
88,8419-8419_game_2,Blue,Jayce,Talon,Ryze,Aphelios,Lulu,Xin Zhao,Renekton,Corki,Twisted Fate,Camille,1
89,8419-8419_game_2,Red,Graves,Viego,Zoe,Ziggs,Leona,Caitlyn,Thresh,Lee Sin,Gwen,Jax,0
90,8420-8420_game_1,Blue,Jayce,Viego,Corki,Ziggs,Leona,Zoe,LeBlanc,Twisted Fate,Gwen,Sion,0
91,8420-8420_game_1,Red,Malphite,Xin Zhao,Viktor,Jinx,Lulu,Renekton,Talon,Akali,Jhin,Varus,1
92,8420-8420_game_2,Blue,Corki,Jarvan IV,Graves,Ziggs,Leona,Zoe,LeBlanc,Twisted Fate,Gwen,Gangplank,0
93,8420-8420_game_2,Red,Kennen,Xin Zhao,Sylas,Jinx,Thresh,Renekton,Talon,Tryndamere,Jayce,Jhin,1
94,8421-8421_game_1,Blue,Renekton,Lee Sin,Syndra,Kai'Sa,Nautilus,Jinx,Karma,Caitlyn,Zoe,Gwen,0
95,8421-8421_game_1,Red,Graves,Xin Zhao,Ryze,Jhin,Leona,Corki,Twisted Fate,Aphelios,LeBlanc,Annie,1
96,8421-8421_game_2,Blue,Gragas,Jarvan IV,Syndra,Jinx,Leona,Karma,Caitlyn,Ryze,Graves,Gwen,1
97,8421-8421_game_2,Red,Cho'Gath,Xin Zhao,Viktor,Aphelios,Lulu,Corki,Twisted Fate,Thresh,Renekton,Orianna,0
98,8421-8421_game_3,Blue,Gwen,Jarvan IV,LeBlanc,Jinx,Alistar,Ryze,Karma,Caitlyn,Graves,Zoe,0
99,8421-8421_game_3,Red,Gragas,Lee Sin,Sylas,Jhin,Leona,Corki,Twisted Fate,Thresh,Renekton,Viktor,1
100,8422-8422_game_1,Blue,Gragas,Xin Zhao,Ryze,Aphelios,Lulu,Lee Sin,Jarvan IV,Caitlyn,Vex,Graves,1
101,8422-8422_game_1,Red,Aatrox,Viego,LeBlanc,Jinx,Thresh,Talon,Corki,Rakan,Twisted Fate,Gwen,0
102,8422-8422_game_2,Blue,Renekton,Nidalee,Corki,Varus,Braum,Talon,Rakan,Xin Zhao,LeBlanc,Lulu,1
103,8422-8422_game_2,Red,Gragas,Viego,Viktor,Aphelios,Leona,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,0
104,8422-8422_game_3,Blue,Gragas,Viego,LeBlanc,Aphelios,Lulu,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,0
105,8422-8422_game_3,Red,Sett,Xin Zhao,Viktor,Jinx,Nautilus,Talon,Corki,Rakan,Ryze,Twisted Fate,1
106,8423-8423_game_1,Blue,Jayce,Diana,Renekton,Jinx,Leona,LeBlanc,Gwen,Nidalee,Rakan,Gragas,1
107,8423-8423_game_1,Red,Malphite,Xin Zhao,Viktor,Jhin,Taric,Lee Sin,Corki,Aphelios,Camille,Ziggs,0
108,8423-8423_game_2,Blue,Graves,Diana,Viktor,Samira,Nautilus,Renekton,Corki,Ryze,Jayce,Camille,0
109,8423-8423_game_2,Red,Jax,Lee Sin,Twisted Fate,Caitlyn,Alistar,Gwen,LeBlanc,Gragas,Xin Zhao,Nidalee,1
110,8424-8424_game_1,Blue,Gwen,Qiyana,Viktor,Jinx,Thresh,LeBlanc,Lee Sin,Lucian,Xin Zhao,Viego,1
111,8424-8424_game_1,Red,Gragas,Talon,Syndra,Aphelios,Nautilus,Renekton,Caitlyn,Twisted Fate,Rek'Sai,Jarvan IV,0
112,8424-8424_game_2,Blue,Graves,Jarvan IV,Viktor,Aphelios,Thresh,Renekton,Rek'Sai,Twisted Fate,Corki,Nautilus,1
113,8424-8424_game_2,Red,Gwen,Viego,Ryze,Jinx,Rakan,LeBlanc,Caitlyn,Lee Sin,Syndra,Jayce,0
114,8424-8424_game_3,Blue,Jayce,Nidalee,Zoe,Jinx,Leona,Jarvan IV,Lee Sin,Thresh,LeBlanc,Syndra,0
115,8424-8424_game_3,Red,Gragas,Xin Zhao,Viktor,Aphelios,Rakan,Caitlyn,Gwen,Renekton,Rek'Sai,Corki,1
116,8425-8425_game_1,Blue,Gragas,Talon,Corki,Ezreal,Nautilus,Zoe,Caitlyn,Aphelios,Gwen,Leona,1
117,8425-8425_game_1,Red,Graves,Xin Zhao,Viktor,Jhin,Karma,Samira,Jarvan IV,Jinx,Olaf,Yuumi,0
118,8425-8425_game_2,Blue,Gwen,Trundle,Orianna,Aphelios,Thresh,Samira,Jarvan IV,Akali,Rumble,Gragas,1
119,8425-8425_game_2,Red,Gangplank,Xin Zhao,Viktor,Jinx,Nautilus,Caitlyn,Zoe,Corki,LeBlanc,Azir,0
120,8425-8425_game_3,Blue,Sett,Talon,Corki,Ezreal,Braum,Caitlyn,Gwen,Aphelios,LeBlanc,Camille,0
121,8425-8425_game_3,Red,Akali,Viego,Vex,Jinx,Nautilus,Samira,Jarvan IV,Gragas,Yuumi,Rumble,1
122,8426-8426_game_1,Blue,Gragas,Olaf,Corki,Caitlyn,Morgana,Talon,Ziggs,Renekton,Camille,Jayce,1
123,8426-8426_game_1,Red,Gwen,Xin Zhao,Ekko,Varus,Rakan,Twisted Fate,Jinx,Aphelios,Jarvan IV,Lee Sin,0
124,8426-8426_game_2,Blue,Ornn,Xin Zhao,LeBlanc,Jinx,Nautilus,Twisted Fate,Aphelios,Caitlyn,Jarvan IV,Olaf,1
125,8426-8426_game_2,Red,Gragas,Lee Sin,Corki,Jhin,Leona,Ziggs,Talon,Renekton,Camille,Jayce,0
126,8426-8426_game_3,Blue,Gragas,Lee Sin,Corki,Caitlyn,Lux,Talon,Ziggs,Xin Zhao,LeBlanc,Nidalee,1
127,8426-8426_game_3,Red,Camille,Diana,Renekton,Jhin,Karma,Twisted Fate,Jinx,Aphelios,Jarvan IV,Olaf,0
128,8427-8427_game_1,Blue,Gwen,Xin Zhao,Corki,Jinx,Leona,LeBlanc,Twisted Fate,Caitlyn,Lucian,Jayce,1
129,8427-8427_game_1,Red,Jax,Diana,Tryndamere,Aphelios,Nautilus,Zoe,Renekton,Graves,Gragas,Braum,0
130,8427-8427_game_2,Blue,Graves,Xin Zhao,Ryze,Jinx,Nautilus,LeBlanc,Twisted Fate,Caitlyn,Jayce,Akshan,0
131,8427-8427_game_2,Red,Jax,Jarvan IV,Viktor,Aphelios,Thresh,Zoe,Renekton,Corki,Gwen,Gragas,1
132,8427-8427_game_3,Blue,Graves,Xin Zhao,Corki,Jinx,Braum,LeBlanc,Twisted Fate,Karma,Akshan,Jax,0
133,8427-8427_game_3,Red,Camille,Viego,Vex,Aphelios,Nautilus,Zoe,Renekton,Caitlyn,Gragas,Gwen,1
134,8428-8428_game_1,Blue,Gwen,Kha'Zix,Syndra,Caitlyn,Nautilus,Renekton,Karma,Thresh,Jayce,LeBlanc,1
135,8428-8428_game_1,Red,Graves,Xin Zhao,Galio,Aphelios,Lux,Corki,Twisted Fate,Jarvan IV,Zed,Talon,0
136,8428-8428_game_2,Blue,Gragas,Jarvan IV,Viktor,Aphelios,Lulu,Renekton,Karma,Thresh,Camille,Graves,0
137,8428-8428_game_2,Red,Gangplank,Xin Zhao,Galio,Jinx,Yuumi,Gwen,Caitlyn,Twisted Fate,Corki,Syndra,1
138,8428-8428_game_3,Blue,Gragas,Xin Zhao,Viktor,Caitlyn,Lux,Renekton,Karma,Thresh,Graves,Galio,1
139,8428-8428_game_3,Red,Ornn,Lee Sin,Zoe,Jinx,Yuumi,Gwen,Jarvan IV,Twisted Fate,Corki,Syndra,0
140,8429-8429_game_1,Blue,Gwen,Xin Zhao,Ryze,Aphelios,Thresh,Talon,Rakan,Corki,Jayce,LeBlanc,1
141,8429-8429_game_1,Red,Jax,Viego,Twisted Fate,Jinx,Lulu,Lee Sin,Renekton,Caitlyn,Kennen,Sylas,0
142,8429-8429_game_2,Blue,Camille,Xin Zhao,Galio,Jinx,Lulu,Talon,Rakan,Corki,Jayce,Gwen,1
143,8429-8429_game_2,Red,Gragas,Viego,Ryze,Aphelios,Thresh,Lee Sin,Renekton,Caitlyn,Twisted Fate,Akali,0
144,8430-8430_game_1,Blue,Graves,Viego,Galio,Aphelios,Thresh,LeBlanc,Zoe,Jhin,Xin Zhao,Lee Sin,1
145,8430-8430_game_1,Red,Kennen,Jarvan IV,Ryze,Jinx,Lulu,Renekton,Corki,Caitlyn,Jayce,Diana,0
146,8430-8430_game_2,Blue,Gwen,Diana,Yasuo,Caitlyn,Lux,LeBlanc,Zoe,Jayce,Twisted Fate,Galio,0
147,8430-8430_game_2,Red,Jax,Xin Zhao,Viktor,Jhin,Karma,Thresh,Renekton,Corki,Ryze,Graves,1
148,8430-8430_game_3,Blue,Kennen,Rek'Sai,Corki,Aphelios,Nautilus,Thresh,Caitlyn,Renekton,Sylas,Jayce,1
149,8430-8430_game_3,Red,Gwen,Lee Sin,Ryze,Jinx,Leona,LeBlanc,Zoe,Xin Zhao,Gragas,Sion,0
150,8431-8431_game_1,Blue,Gwen,Jarvan IV,Twisted Fate,Ezreal,Karma,Samira,Gragas,Corki,Rumble,Nautilus,1
151,8431-8431_game_1,Red,Graves,Xin Zhao,Akali,Jinx,Lulu,Lee Sin,Caitlyn,Thresh,Aphelios,Yuumi,0
152,8431-8431_game_2,Blue,Ornn,Lee Sin,Syndra,Aphelios,Thresh,Samira,Corki,Gragas,Rumble,Jarvan IV,1
153,8431-8431_game_2,Red,Renekton,Rek'Sai,Viktor,Jinx,Nautilus,Caitlyn,Gwen,Karma,Akali,LeBlanc,0
154,8432-8432_game_1,Blue,Gwen,Trundle,Corki,Xayah,Rakan,Renekton,LeBlanc,Tryndamere,Jayce,Lulu,1
155,8432-8432_game_1,Red,Kennen,Xin Zhao,Viktor,Jinx,Nautilus,Twisted Fate,Caitlyn,Aphelios,Karma,Ezreal,0
156,8432-8432_game_2,Blue,Jayce,Trundle,Corki,Xayah,Rakan,Renekton,LeBlanc,Tryndamere,Camille,Malphite,1
157,8432-8432_game_2,Red,Graves,Xin Zhao,Vex,Aphelios,Nautilus,Twisted Fate,Caitlyn,Gwen,Gragas,Jarvan IV,0
158,8433-8433_game_1,Blue,Gwen,Lee Sin,Corki,Caitlyn,Lux,Twisted Fate,Jarvan IV,Vex,Syndra,Zoe,0
159,8433-8433_game_1,Red,Jayce,Xin Zhao,Orianna,Aphelios,Nautilus,Nidalee,Diana,LeBlanc,Yuumi,Jinx,1
160,8433-8433_game_2,Blue,Gragas,Xin Zhao,Viktor,Aphelios,Seraphine,Twisted Fate,Jarvan IV,Corki,Jayce,Camille,0
161,8433-8433_game_2,Red,Graves,Viego,LeBlanc,Jinx,Thresh,Nidalee,Diana,Lee Sin,Nautilus,Gwen,1
162,8434-8434_game_1,Blue,Akali,Trundle,Azir,Jinx,Thresh,Rek'Sai,Renekton,Caitlyn,Twisted Fate,Rakan,0
163,8434-8434_game_1,Red,Gwen,Xin Zhao,Viktor,Aphelios,Braum,LeBlanc,Lee Sin,Jarvan IV,Jayce,Kennen,1
164,8434-8434_game_2,Blue,Kennen,Xin Zhao,Corki,Aphelios,Leona,LeBlanc,Trundle,Lee Sin,Talon,Jayce,0
165,8434-8434_game_2,Red,Gwen,Poppy,Viktor,Jinx,Nautilus,Renekton,Caitlyn,Jarvan IV,Braum,Rakan,1
166,8434-8434_game_3,Blue,Graves,Lee Sin,Orianna,Aphelios,Thresh,Renekton,Caitlyn,Gwen,Tryndamere,Corki,1
167,8434-8434_game_3,Red,Jayce,Jarvan IV,Zoe,Jinx,Nautilus,LeBlanc,Viktor,Gragas,Syndra,Azir,0
168,8435-8435_game_1,Blue,Ornn,Xin Zhao,Corki,Jinx,Leona,Akali,Samira,Jarvan IV,Sylas,LeBlanc,1
169,8435-8435_game_1,Red,Gragas,Zed,Viktor,Aphelios,Thresh,Renekton,Caitlyn,Ziggs,Nautilus,Gwen,0
170,8435-8435_game_2,Blue,Graves,Jarvan IV,Viktor,Jinx,Nautilus,Renekton,Caitlyn,Xin Zhao,LeBlanc,Gwen,1
171,8435-8435_game_2,Red,Camille,Lee Sin,Galio,Aphelios,Braum,Akali,Samira,Corki,Rumble,Gragas,0
172,8435-8435_game_3,Blue,Ornn,Viego,Orianna,Jinx,Leona,Akali,Samira,Jarvan IV,Rumble,Gwen,1
173,8435-8435_game_3,Red,Gangplank,Xin Zhao,Viktor,Aphelios,Nautilus,Renekton,Caitlyn,Corki,LeBlanc,Jayce,0
174,8436-8436_game_1,Blue,Jayce,Jarvan IV,Orianna,Aphelios,Thresh,Rek'Sai,Renekton,Nidalee,Zed,Gwen,1
175,8436-8436_game_1,Red,Graves,Poppy,Corki,Jinx,Nautilus,Xin Zhao,Caitlyn,LeBlanc,Viktor,Vex,0
176,8436-8436_game_2,Blue,Akali,Jarvan IV,Orianna,Aphelios,Nautilus,Renekton,Nidalee,Corki,Leona,Vex,1
177,8436-8436_game_2,Red,Gwen,Rek'Sai,Viktor,Jinx,Braum,Xin Zhao,Caitlyn,Thresh,LeBlanc,Jayce,0
178,8437-8437_game_1,Blue,Gwen,Lee Sin,Orianna,Aphelios,Rakan,Jinx,Caitlyn,Renekton,Tryndamere,Graves,0
179,8437-8437_game_1,Red,Jayce,Xin Zhao,Corki,Ziggs,Leona,Nidalee,Diana,Camille,LeBlanc,Vex,1
180,8437-8437_game_2,Blue,Gragas,Jarvan IV,Corki,Xayah,Rakan,Nidalee,Diana,Camille,Draven,Taric,1
181,8437-8437_game_2,Red,Gwen,Xin Zhao,LeBlanc,Ezreal,Leona,Jinx,Aphelios,Caitlyn,Jhin,Kai'Sa,0
182,8438-8438_game_1,Blue,Gwen,Xin Zhao,Ryze,Jinx,Lulu,Renekton,Karma,Thresh,Talon,Lee Sin,0
183,8438-8438_game_1,Red,Jayce,Olaf,Twisted Fate,Aphelios,Yuumi,Corki,Caitlyn,Leona,Rakan,Nautilus,1
184,8438-8438_game_2,Blue,Gwen,Xin Zhao,Viktor,Ezreal,Rakan,Karma,Jarvan IV,Corki,LeBlanc,Lulu,0
185,8438-8438_game_2,Red,Jayce,Lee Sin,Akali,Jinx,Nautilus,Caitlyn,Renekton,Aphelios,Yuumi,Xayah,1
186,8438-8438_game_3,Blue,Camille,Xin Zhao,Vex,Jinx,Thresh,Nautilus,Gwen,Corki,Rakan,Leona,1
187,8438-8438_game_3,Red,Jax,Lee Sin,LeBlanc,Jhin,Yuumi,Renekton,Caitlyn,Aphelios,Galio,Twisted Fate,0
188,8439-8439_game_1,Blue,Graves,Trundle,Corki,Caitlyn,Sett,LeBlanc,Lee Sin,Thresh,Vex,Tryndamere,0
189,8439-8439_game_1,Red,Akshan,Xin Zhao,Viktor,Samira,Nautilus,Twisted Fate,Gwen,Poppy,Alistar,Braum,1
190,8439-8439_game_2,Blue,Gragas,Jarvan IV,Viktor,Ezreal,Yuumi,Twisted Fate,Gwen,Zed,Syndra,Sion,0
