,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
38,6917-9211,Blue,Shen,Pantheon,Orianna,Kai'Sa,Galio,Zoe,Yone,Nidalee,Jhin,Miss Fortune,1
39,6917-9211,Red,Ornn,Graves,Syndra,Xayah,Leona,Olaf,Aatrox,Sett,Camille,Akali,0
40,6917-9212,Blue,Gnar,Pantheon,Syndra,Jhin,Shen,Orianna,Kai'Sa,Olaf,Yone,Alistar,1
41,6917-9212,Red,Aatrox,Sejuani,Viktor,Samira,Leona,Zoe,Thresh,Nidalee,Maokai,Renekton,0
42,6917-9213,Blue,Ornn,Graves,Syndra,Samira,Gragas,Zoe,Yone,Nidalee,Malphite,Leona,1
43,6917-9213,Red,Camille,Olaf,Akali,Jhin,Sett,Orianna,Kai'Sa,Pantheon,Alistar,Galio,0
44,6918-9214,Blue,Gnar,Pantheon,Orianna,Tristana,Leona,Syndra,Nidalee,Jayce,Kennen,Miss Fortune,1
45,6918-9214,Red,Karma,Graves,Zoe,Jhin,Galio,Taliyah,Twisted Fate,Olaf,Ornn,Samira,0
46,6918-9217,Blue,Gnar,Olaf,Zoe,Tristana,Alistar,Syndra,Nidalee,Jayce,Miss Fortune,Kai'Sa,1
47,6918-9217,Red,Vayne,Graves,Orianna,Lucian,Leona,Twisted Fate,Taliyah,Pantheon,Ornn,Camille,0
48,6919-9227,Blue,Ornn,Graves,Galio,Samira,Gragas,Nidalee,Taliyah,Gnar,Camille,Renekton,0
49,6919-9227,Red,Aatrox,Lillia,Twisted Fate,Kai'Sa,Thresh,Olaf,Leona,Akali,Alistar,Nautilus,1
50,6919-9228,Blue,Gnar,Lillia,Twisted Fate,Vayne,Sett,Olaf,Leona,Akali,Orianna,Alistar,1
51,6919-9228,Red,Camille,Graves,Galio,Samira,Gragas,Nidalee,Taliyah,Aatrox,Kai'Sa,Aphelios,0
52,6920-9231,Blue,Orianna,Pantheon,Ryze,Kai'Sa,Leona,Zoe,Camille,Renekton,Thresh,Twisted Fate,1
53,6920-9231,Red,Aatrox,Olaf,Viktor,Aphelios,Galio,Akali,Gragas,Jayce,Alistar,Kennen,0
54,6920-9233,Blue,Aatrox,Nidalee,Azir,Samira,Maokai,Akali,Gragas,Aphelios,Lucian,Jayce,0
55,6920-9233,Red,Gnar,Lillia,Orianna,Xayah,Alistar,Camille,Renekton,Kai'Sa,Leona,Viktor,1
56,6920-9234,Blue,Malphite,Olaf,Orianna,Kai'Sa,Leona,Zoe,Camille,Renekton,Twisted Fate,Aatrox,0
57,6920-9234,Red,Sylas,Pantheon,Viktor,Aphelios,Thresh,Akali,Gragas,Jayce,Nautilus,Alistar,1
58,6921-9241,Blue,Gnar,Hecarim,Galio,Kai'Sa,Leona,Ornn,Olaf,Camille,Wukong,Thresh,0
59,6921-9241,Red,Jayce,Pantheon,Orianna,Xayah,Alistar,Nidalee,Twisted Fate,Renekton,Graves,Lillia,1
60,6921-9243,Blue,Renekton,Pantheon,Orianna,Xayah,Rakan,Nidalee,Twisted Fate,Zoe,Akali,Lillia,1
61,6921-9243,Red,Gnar,Aatrox,Syndra,Samira,Alistar,Ornn,Olaf,Galio,Thresh,Leona,0
62,6922-9246,Blue,Renekton,Sejuani,Syndra,Kai'Sa,Sett,Nidalee,Samira,Zoe,Ornn,Gnar,1
63,6922-9246,Red,Kennen,Graves,Orianna,Aphelios,Thresh,Akali,Pantheon,Olaf,Jarvan IV,Camille,0
64,6922-9248,Blue,Ornn,Lee Sin,Zoe,Xayah,Leona,Nidalee,Samira,Olaf,Gnar,Jayce,1
65,6922-9248,Red,Renekton,Lillia,Yone,Kai'Sa,Sett,Akali,Syndra,Pantheon,Hecarim,Sejuani,0
66,6923-9255,Blue,Ornn,Olaf,Syndra,Samira,Alistar,Orianna,Taliyah,Leona,Renekton,Camille,0
67,6923-9255,Red,Aatrox,Pantheon,Galio,Kai'Sa,Sett,Nidalee,Thresh,Zoe,Gnar,Gragas,1
68,6923-9260,Blue,Gnar,Olaf,Syndra,Miss Fortune,Sett,Nidalee,Zoe,Ornn,Yone,Twisted Fate,0
69,6923-9260,Red,Jayce,Lillia,Lucian,Jhin,Leona,Orianna,Kai'Sa,Pantheon,Alistar,Thresh,1
70,6923-9262,Blue,Gragas,Olaf,Ryze,Kai'Sa,Galio,Orianna,Samira,Pantheon,Syndra,Viktor,1
71,6923-9262,Red,Gnar,Graves,Twisted Fate,Jhin,Leona,Nidalee,Zoe,Ornn,Sett,Camille,0
72,6924-9263,Blue,Renekton,Nidalee,Orianna,Kai'Sa,Leona,Twisted Fate,Camille,Galio,Graves,Lillia,1
73,6924-9263,Red,Ornn,Hecarim,Viktor,Aphelios,Thresh,Pantheon,Akali,Olaf,Sett,Alistar,0
74,6924-9264,Blue,Jayce,Olaf,Rumble,Aphelios,Thresh,Nidalee,Renekton,Pantheon,Sett,Leona,1
75,6924-9264,Red,Gnar,Graves,Zoe,Kai'Sa,Alistar,Twisted Fate,Camille,Akali,Orianna,Galio,0
76,6924-9268,Blue,Gragas,Olaf,Orianna,Aphelios,Thresh,Twisted Fate,Camille,Akali,Gnar,Jayce,1
77,6924-9268,Red,Aatrox,Graves,Rumble,Kai'Sa,Leona,Nidalee,Renekton,Pantheon,Zoe,Ornn,0
78,6925-9277,Blue,Renekton,Taliyah,Sett,Kai'Sa,Leona,Lillia,Nidalee,Zoe,Thresh,Alistar,1
79,6925-9277,Red,Ornn,Graves,Twisted Fate,Vayne,Braum,Olaf,Tristana,Pantheon,Lucian,Orianna,0
80,6925-9278,Blue,Renekton,Olaf,Karma,Miss Fortune,Seraphine,Tristana,Camille,Pantheon,Aatrox,Lucian,1
81,6925-9278,Red,Jayce,Nidalee,Orianna,Aphelios,Thresh,Zoe,Twisted Fate,Taliyah,Leona,Alistar,0
82,6925-9279,Blue,Gnar,Pantheon,Azir,Xayah,Leona,Lillia,Nidalee,Zoe,Seraphine,Thresh,1
83,6925-9279,Red,Renekton,Graves,Orianna,Kai'Sa,Nautilus,Tristana,Olaf,Aphelios,Aatrox,Syndra,0
84,6926-9284,Blue,Ornn,Graves,Orianna,Tristana,Alistar,Nidalee,Camille,Aatrox,Kindred,Olaf,0
85,6926-9284,Red,Gnar,Lillia,Syndra,Kai'Sa,Leona,Samira,Pantheon,Aphelios,Thresh,Xayah,1
86,6926-9285,Blue,Camille,Taliyah,Orianna,Kai'Sa,Leona,Nidalee,Gnar,Aatrox,Alistar,Sett,1
87,6926-9285,Red,Gragas,Olaf,Syndra,Jhin,Galio,Samira,Pantheon,Aphelios,Ornn,Graves,0
88,6926-9289,Blue,Camille,Pantheon,Orianna,Tristana,Galio,Nidalee,Gnar,Jhin,Aatrox,Miss Fortune,1
89,6926-9289,Red,Jayce,Lillia,Syndra,Lucian,Leona,Samira,Aphelios,Kai'Sa,Sett,Alistar,0
90,6927-9295,Blue,Renekton,Olaf,Azir,Kai'Sa,Rakan,Zoe,Twisted Fate,Galio,Kindred,Ornn,0
91,6927-9295,Red,Aatrox,Lillia,Orianna,Samira,Alistar,Syndra,Pantheon,Thresh,Sett,Gragas,1
92,6927-9297,Blue,Camille,Lee Sin,Galio,Kai'Sa,Leona,Zoe,Twisted Fate,Samira,Renekton,Aatrox,1
93,6927-9297,Red,Ornn,Graves,Orianna,Jhin,Alistar,Syndra,Pantheon,Olaf,Sett,Rakan,0
94,6927-9299,Blue,Aatrox,Olaf,Galio,Tristana,Leona,Syndra,Camille,Xayah,Thresh,Alistar,0
95,6927-9299,Red,Renekton,Pantheon,Orianna,Vayne,Sett,Zoe,Samira,Kai'Sa,Twisted Fate,Sylas,1
96,6928-9302,Blue,Jayce,Graves,Twisted Fate,Miss Fortune,Alistar,Nidalee,Syndra,Pantheon,Ornn,Renekton,1
97,6928-9302,Red,Gnar,Olaf,Zoe,Jhin,Bard,Akali,Leona,Kai'Sa,Gragas,Camille,0
98,6928-9304,Blue,Jayce,Lillia,Yone,Kai'Sa,Galio,Akali,Leona,Twisted Fate,Aphelios,Samira,1
99,6928-9304,Red,Gnar,Olaf,Zoe,Kalista,Taric,Nidalee,Pantheon,Syndra,Alistar,Camille,0
100,6928-9306,Blue,Camille,Pantheon,Galio,Miss Fortune,Nautilus,Nidalee,Syndra,Leona,Yone,Lucian,0
101,6928-9306,Red,Renekton,Lillia,Zoe,Jhin,Maokai,Akali,Kai'Sa,Twisted Fate,Gragas,Samira,1
102,6929-9310,Blue,Renekton,Lillia,Akali,Xayah,Alistar,Camille,Olaf,Twisted Fate,Jayce,Ornn,0
103,6929-9310,Red,Gangplank,Taliyah,Ryze,Kai'Sa,Leona,Nidalee,Pantheon,Gnar,Samira,Tristana,1
104,6929-9311,Blue,Renekton,Lee Sin,Ryze,Aphelios,Thresh,Nidalee,Gnar,Taliyah,Ornn,Gangplank,1
105,6929-9311,Red,Aatrox,Lillia,Irelia,Kai'Sa,Sett,Camille,Olaf,Pantheon,Hecarim,Sejuani,0
106,6930-9312,Blue,Aatrox,Olaf,Viktor,Xayah,Leona,Galio,Twisted Fate,Renekton,Sett,Gnar,1
107,6930-9312,Red,Jayce,Graves,Zoe,Kai'Sa,Thresh,Aphelios,Gragas,Pantheon,Orianna,Syndra,0
108,6930-9313,Blue,Gnar,Lillia,Syndra,Kai'Sa,Nautilus,Aphelios,Olaf,Leona,Orianna,Alistar,0
109,6930-9313,Red,Renekton,Taliyah,Zoe,Xayah,Maokai,Galio,Pantheon,Twisted Fate,Akali,Sett,1
110,6931-9318,Blue,Gnar,Pantheon,Twisted Fate,Miss Fortune,Nautilus,Thresh,Olaf,Renekton,Syndra,Sett,1
111,6931-9318,Red,Camille,Graves,Galio,Xayah,Alistar,Nidalee,Lillia,Kai'Sa,Jhin,Leona,0
112,6931-9320,Blue,Gnar,Pantheon,Zoe,Xayah,Rakan,Renekton,Olaf,Thresh,Lee Sin,Graves,1
113,6931-9320,Red,Ornn,Hecarim,Orianna,Kai'Sa,Galio,Nidalee,Lillia,Twisted Fate,Leona,Syndra,0
114,6932-9323,Blue,Jayce,Pantheon,Zoe,Xayah,Leona,Camille,Twisted Fate,Akali,Irelia,Thresh,1
115,6932-9323,Red,Gnar,Olaf,Syndra,Miss Fortune,Alistar,Samira,Kai'Sa,Aphelios,Ornn,Nidalee,0
116,6932-9326,Blue,Wukong,Olaf,Zoe,Xayah,Rakan,Camille,Twisted Fate,Akali,Irelia,Leona,1
117,6932-9326,Red,Gnar,Pantheon,Syndra,Miss Fortune,Nautilus,Samira,Aphelios,Kai'Sa,Ornn,Alistar,0
118,6933-9335,Blue,Ornn,Olaf,Syndra,Tristana,Nautilus,Camille,Orianna,Pantheon,Gnar,Aatrox,0
119,6933-9335,Red,Gangplank,Nidalee,Zoe,Kai'Sa,Leona,Renekton,Ryze,Jhin,Alistar,Thresh,1
120,6933-9338,Blue,Gnar,Olaf,Viktor,Vayne,Braum,Camille,Pantheon,Jayce,Sett,Leona,0
121,6933-9338,Red,Gangplank,Nidalee,Zoe,Kai'Sa,Karma,Renekton,Ryze,Jhin,Syndra,Zilean,1
122,6934-9342,Blue,Rumble,Taliyah,Renekton,Kai'Sa,Sett,Camille,Akali,Olaf,Lucian,Jayce,0
123,6934-9342,Red,Gnar,Nidalee,Orianna,Aphelios,Thresh,Twisted Fate,Zoe,Pantheon,Alistar,Leona,1
124,6934-9344,Blue,Lucian,Nidalee,Renekton,Samira,Alistar,Twisted Fate,Zoe,Pantheon,Kindred,Hecarim,1
125,6934-9344,Red,Orianna,Lillia,Jax,Kai'Sa,Galio,Camille,Akali,Olaf,Thresh,Xayah,0
126,6935-9353,Blue,Renekton,Lillia,Orianna,Xayah,Nautilus,Akali,Leona,Twisted Fate,Ornn,Thresh,0
127,6935-9353,Red,Gragas,Graves,Syndra,Jhin,Alistar,Samira,Kai'Sa,Zoe,Rakan,Yone,1
128,6935-9356,Blue,Camille,Graves,Galio,Kai'Sa,Alistar,Samira,Aphelios,Tristana,Renekton,Jayce,1
129,6935-9356,Red,Gnar,Nidalee,Zoe,Xayah,Leona,Akali,Twisted Fate,Jhin,Syndra,Orianna,0
130,6936-9359,Blue,Renekton,Nidalee,LeBlanc,Kai'Sa,Sett,Twisted Fate,Taliyah,Udyr,Aphelios,Xayah,1
131,6936-9359,Red,Ornn,Graves,Zoe,Miss Fortune,Galio,Olaf,Pantheon,Orianna,Leona,Syndra,0
132,6936-9361,Blue,Gnar,Lillia,LeBlanc,Kai'Sa,Alistar,Olaf,Pantheon,Orianna,Syndra,Lucian,0
133,6936-9361,Red,Renekton,Taliyah,Viktor,Xayah,Leona,Twisted Fate,Udyr,Zoe,Akali,Galio,1
134,6937-9369,Blue,Gnar,Gragas,Syndra,Samira,Rell,Jayce,Twisted Fate,Nidalee,Gangplank,Lillia,1
135,6937-9369,Red,Ornn,Graves,Zoe,Aphelios,Thresh,Akali,Pantheon,Olaf,Sejuani,Renekton,0
136,6937-9372,Blue,Camille,Lillia,Galio,Kai'Sa,Leona,Akali,Samira,Syndra,Lucian,Zoe,0
137,6937-9372,Red,Gnar,Gragas,Ryze,Xayah,Alistar,Pantheon,Aphelios,Olaf,Ornn,Gangplank,1
138,6938-9374,Blue,Gnar,Olaf,Viktor,Miss Fortune,Seraphine,Camille,Nidalee,Lillia,Galio,Irelia,1
139,6938-9374,Red,Wukong,Jarvan IV,Twisted Fate,Aphelios,Thresh,Ryze,Pantheon,Samira,Rumble,Orianna,0
140,6938-9377,Blue,Renekton,Lee Sin,Syndra,Xayah,Alistar,Ryze,Olaf,Twisted Fate,Galio,Yone,0
141,6938-9377,Red,Gnar,Taliyah,Kled,Kai'Sa,Leona,Camille,Nidalee,Pantheon,Lillia,Rengar,1
142,6939-9384,Blue,Renekton,Lee Sin,Twisted Fate,Samira,Galio,Camille,Rell,Olaf,Ornn,Gnar,0
143,6939-9384,Red,Gragas,Graves,Zoe,Kai'Sa,Leona,Pantheon,Akali,Nidalee,Taliyah,Alistar,1
144,6939-9386,Blue,Renekton,Udyr,Ryze,Kai'Sa,Alistar,Akali,Taliyah,Nidalee,Irelia,Yone,1
145,6939-9386,Red,Gnar,Lillia,Syndra,Samira,Rell,Pantheon,Zoe,Olaf,Camille,Orianna,0
146,6940-9389,Blue,Gnar,Graves,Zoe,Kai'Sa,Alistar,Tristana,Thresh,Taliyah,Renekton,Ornn,1
147,6940-9389,Red,Camille,Nidalee,Orianna,Xayah,Rakan,Syndra,Pantheon,Olaf,Gangplank,Leona,0
148,6940-9392,Blue,Gangplank,Graves,Orianna,Kai'Sa,Sett,Tristana,Taliyah,Thresh,Zoe,Azir,1
149,6940-9392,Red,Gnar,Lillia,Galio,Xayah,Alistar,Syndra,Pantheon,Olaf,Camille,Leona,0
150,6941-9400,Blue,Gnar,Lillia,Azir,Kai'Sa,Sett,Nidalee,Graves,Elise,Zilean,Galio,1
151,6941-9400,Red,Irelia,Hecarim,Orianna,Aphelios,Thresh,Olaf,Pantheon,Renekton,Camille,Syndra,0
152,6941-9402,Blue,Gnar,Rek'Sai,Orianna,Samira,Alistar,Pantheon,Olaf,Kai'Sa,Jayce,Camille,0
153,6941-9402,Red,Gangplank,Lillia,Azir,Aphelios,Thresh,Nidalee,Elise,Renekton,Hecarim,Taliyah,1
154,6942-9406,Blue,Aatrox,Elise,Orianna,Kai'Sa,Gragas,Samira,Nidalee,Xayah,Azir,Jayce,1
155,6942-9406,Red,Gnar,Pantheon,Syndra,Aphelios,Thresh,Twisted Fate,Udyr,Zoe,Olaf,Sett,0
156,6942-9408,Blue,Ornn,Olaf,Syndra,Kai'Sa,Sett,Twisted Fate,Udyr,Taliyah,Gnar,Leona,0
157,6942-9408,Red,Aatrox,Pantheon,Zoe,Vayne,Galio,Nidalee,Samira,Xayah,Jayce,Alistar,1
158,6943-9412,Blue,Lucian,Lillia,Renekton,Xayah,Alistar,Zoe,Olaf,Taliyah,Gragas,Ornn,1
159,6943-9412,Red,Gnar,Udyr,Ryze,Jhin,Leona,Orianna,Pantheon,Kai'Sa,Akali,Jayce,0
160,6943-9413,Blue,Camille,Lillia,Yone,Miss Fortune,Thresh,Orianna,Aphelios,Renekton,Akali,Malphite,1
161,6943-9413,Red,Gnar,Hecarim,Rumble,Xayah,Alistar,Zoe,Pantheon,Kai'Sa,Galio,Gragas,0
162,6943-9414,Blue,Akali,Olaf,Twisted Fate,Aphelios,Thresh,Zoe,Lillia,Camille,Syndra,Leona,1
163,6943-9414,Red,Gragas,Graves,Ryze,Miss Fortune,Nautilus,Pantheon,Kai'Sa,Renekton,Orianna,Azir,0
164,6944-9415,Blue,Gnar,Pantheon,Zoe,Samira,Alistar,Aphelios,Camille,Olaf,Gragas,Leona,1
165,6944-9415,Red,Jayce,Graves,Twisted Fate,Jhin,Rell,Tristana,Taliyah,Kai'Sa,Galio,Orianna,0
166,6944-9416,Blue,Gangplank,Lillia,Zoe,Samira,Leona,Tristana,Taliyah,Pantheon,Vayne,Xayah,1
167,6944-9416,Red,Gnar,Graves,Orianna,Aphelios,Alistar,Twisted Fate,Kai'Sa,Olaf,Camille,Lucian,0
168,6944-9417,Blue,Ornn,Olaf,Azir,Aphelios,Thresh,Camille,Graves,Zoe,Gangplank,Syndra,1
169,6944-9417,Red,Renekton,Lillia,Akali,Kai'Sa,Leona,Tristana,Pantheon,Taliyah,Gnar,Aatrox,0
170,6945-9424,Blue,Volibear,Lillia,Zoe,Xayah,Gragas,Taliyah,Aphelios,Gnar,Ryze,Gangplank,0
171,6945-9424,Red,Jayce,Nidalee,Renekton,Kai'Sa,Rell,Pantheon,Olaf,Graves,Thresh,Rakan,1
172,6945-9426,Blue,Renekton,Taliyah,Sett,Vayne,Alistar,Graves,Thresh,Pantheon,Lee Sin,Hecarim,1
173,6945-9426,Red,Ornn,Lillia,Orianna,Samira,Rell,Kai'Sa,Gnar,Olaf,Xayah,Ryze,0
174,6946-9429,Blue,Gnar,Lillia,Twisted Fate,Tristana,Leona,Akali,Renekton,Olaf,Samira,Aphelios,1
175,6946-9429,Red,Camille,Graves,Galio,Kalista,Rell,Pantheon,Nidalee,Alistar,Kai'Sa,Xayah,0
176,6946-9432,Blue,Renekton,Graves,Galio,Ashe,Sett,Alistar,Olaf,Kai'Sa,Leona,Tristana,0
177,6946-9432,Red,Quinn,Taliyah,Twisted Fate,Jhin,Rell,Pantheon,Akali,Nidalee,Samira,Aphelios,1
178,6947-9439,Blue,Renekton,Lillia,Twisted Fate,Vayne,Alistar,Graves,Camille,Leona,Yone,Gragas,0
179,6947-9439,Red,Gnar,Taliyah,Sylas,Samira,Rell,Pantheon,Kai'Sa,Olaf,Xayah,Aphelios,1
180,6947-9441,Blue,Gragas,Graves,Syndra,Aphelios,Thresh,Renekton,Olaf,Alistar,Gnar,Sett,1
181,6947-9441,Red,Aatrox,Nidalee,Zoe,Samira,Rell,Camille,Pantheon,Kai'Sa,Twisted Fate,Galio,0
182,6948-9445,Blue,Renekton,Kindred,Twisted Fate,Samira,Alistar,Camille,Olaf,Pantheon,Orianna,Syndra,0
183,6948-9445,Red,Gangplank,Udyr,Azir,Kai'Sa,Rell,Zoe,Taliyah,Gnar,Nidalee,Lillia,1
184,6948-9447,Blue,Gangplank,Udyr,Azir,Samira,Alistar,Camille,Olaf,Pantheon,Nidalee,Lillia,0
185,6948-9447,Red,Renekton,Gragas,Kassadin,Kai'Sa,Rell,Zoe,Taliyah,Gnar,Twisted Fate,Leona,1
186,6949-9455,Blue,Renekton,Udyr,Ryze,Xayah,Sett,Tristana,Taliyah,Aphelios,Twisted Fate,Rell,0
187,6949-9455,Red,Gnar,Hecarim,Azir,Kai'Sa,Alistar,Pantheon,Olaf,Zoe,Orianna,Thresh,1
188,6949-null,Blue,Ornn,Olaf,Twisted Fate,Xayah,Rakan,Pantheon,Lillia,Thresh,Braum,Leona,1
189,6949-null,Red,Renekton,Udyr,Orianna,Vayne,Alistar,Tristana,Gnar,Kai'Sa,Azir,Zoe,0
190,6950-9459,Blue,Camille,Olaf,Syndra,Jhin,Leona,Lucian,Renekton,Aphelios,Graves,Gnar,0
191,6950-9459,Red,Gragas,Kindred,Orianna,Xayah,Alistar,Zoe,Pantheon,Kai'Sa,Samira,Galio,1
192,6950-9462,Blue,Jayce,Lillia,Viktor,Kai'Sa,Gragas,Zoe,Camille,Olaf,Gangplank,Graves,1
193,6950-9462,Red,Gnar,Udyr,Orianna,Aphelios,Thresh,Pantheon,Renekton,Lucian,Sett,Alistar,0
194,6951-9471,Blue,Camille,Sejuani,Renekton,Xayah,Leona,Zoe,Olaf,Pantheon,Gnar,Alistar,1
195,6951-9471,Red,Aatrox,Udyr,Syndra,Jhin,Rell,Elise,Nidalee,Kai'Sa,Taliyah,Orianna,0
196,6951-9474,Blue,Gragas,Lillia,Yone,Kai'Sa,Alistar,Elise,Nidalee,Leona,Galio,Orianna,0
197,6951-9474,Red,Renekton,Olaf,Neeko,Xayah,Rakan,Zoe,Pantheon,Camille,Sett,Gnar,1
198,6952-9476,Blue,Kennen,Lillia,Irelia,Kai'Sa,Leona,Renekton,Camille,Thresh,Viktor,Jayce,0
199,6952-9476,Red,Gragas,Olaf,Twisted Fate,Xayah,Rell,Nidalee,Gnar,Pantheon,Lucian,Aatrox,1
200,6952-9479,Blue,Gragas,Olaf,Rumble,Xayah,Rell,Nidalee,Gnar,Lillia,Aatrox,Orianna,1
201,6952-9479,Red,Sion,Kindred,Zoe,Kai'Sa,Alistar,Pantheon,Renekton,Camille,Twisted Fate,Viktor,0
202,6953-9487,Blue,Jayce,Udyr,Zoe,Kai'Sa,Alistar,Twisted Fate,Ryze,Renekton,Camille,Gnar,1
203,6953-9487,Red,Aatrox,Olaf,Galio,Tristana,Nautilus,Samira,Aphelios,Nidalee,Sett,Leona,0
204,6953-null,Blue,Jayce,Udyr,Orianna,Jhin,Thresh,Samira,Lillia,Olaf,Alistar,Azir,0
205,6953-null,Red,Renekton,Taliyah,Yone,Kai'Sa,Leona,Twisted Fate,Nidalee,Zoe,Ryze,Syndra,1
206,6954-9492,Blue,Aatrox,Graves,Orianna,Kai'Sa,Galio,Syndra,Xayah,Samira,Jayce,Gnar,0
207,6954-9492,Red,Camille,Olaf,Zoe,Senna,Leona,Twisted Fate,Pantheon,Udyr,Gragas,Ornn,1
208,6954-9495,Blue,Renekton,Olaf,Zoe,Vayne,Leona,Syndra,Kai'Sa,Lucian,Viktor,Jayce,0
209,6954-9495,Red,Gragas,Trundle,Orianna,Samira,Rell,Twisted Fate,Pantheon,Udyr,Aatrox,Gnar,1
210,6955-9504,Blue,Aatrox,Udyr,Orianna,Senna,Seraphine,Zoe,Gnar,Pantheon,Vayne,Rell,1
211,6955-9504,Red,Fiora,Olaf,Syndra,Xayah,Gragas,Camille,Renekton,Kai'Sa,Aphelios,Samira,0
