,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
1251,2153-2137,Red,Maokai,Kha'Zix,LeBlanc,Varus,Nautilus,None,None,None,None,None,0
1252,2153-2138,Blue,Shen,Kha'Zix,Ahri,Jhin,Lulu,Ivern,Elise,Kled,Syndra,Ashe,1
1253,2153-2138,Red,Rumble,Gragas,Vladimir,Varus,Thresh,Rengar,Graves,Taliyah,Malzahar,Zyra,0
1254,2281-2198,Blue,Kled,Elise,Jayce,Caitlyn,Bard,Kennen,Thresh,Lee Sin,Syndra,Taliyah,1
1255,2281-2198,Red,Gragas,Olaf,Viktor,Varus,Zyra,Sejuani,Lulu,Ashe,Fizz,Karma,0
1256,2281-2199,Blue,Sejuani,Graves,Viktor,Ashe,Lulu,Kled,Elise,Jayce,Nami,Karma,1
1257,2281-2199,Red,Fiora,Lee Sin,Syndra,Caitlyn,Bard,Kennen,Thresh,Taliyah,Ekko,Fizz,0
1258,2281-2200,Blue,Fizz,Lee Sin,Kassadin,Caitlyn,Tahm Kench,Thresh,Graves,Viktor,Kennen,Sejuani,0
1259,2281-2200,Red,Shen,Rengar,Syndra,Ashe,Braum,Elise,Lulu,Kled,LeBlanc,Ekko,1
1260,2292-2206,Blue,Kled,Ivern,Lissandra,Twitch,Braum,Fiora,Kennen,Jayce,Syndra,Caitlyn,0
1261,2292-2206,Red,Fizz,Lee Sin,Cassiopeia,Kalista,Thresh,Shen,Lulu,Galio,Olaf,Renekton,1
1262,2292-2207,Blue,Fizz,Graves,Viktor,Ashe,Nami,Fiora,Kennen,Thresh,Jayce,LeBlanc,0
1263,2292-2207,Red,Riven,Lee Sin,Syndra,Sivir,Karma,Shen,Lulu,Galio,Zyra,Malzahar,1
1264,2293-2212,Blue,Kled,Lee Sin,Taliyah,Caitlyn,Lulu,Shen,Fizz,Kog'Maw,LeBlanc,Ashe,1
1265,2293-2212,Red,Galio,Elise,Syndra,Jhin,Thresh,Ivern,Karma,Camille,Fiora,Orianna,0
1266,2293-2213,Blue,Fizz,Elise,Taliyah,Ashe,Tahm Kench,Karma,Lee Sin,Orianna,Kled,Camille,0
1267,2293-2213,Red,Galio,Olaf,Kassadin,Caitlyn,Thresh,Shen,Kog'Maw,Ivern,Braum,Nami,1
1268,2293-2214,Blue,Kennen,Elise,Ahri,Ashe,Thresh,Shen,Kog'Maw,Fizz,LeBlanc,Twitch,1
1269,2293-2214,Red,Kled,Lee Sin,Syndra,Xayah,Lulu,Karma,Ivern,Caitlyn,Camille,Fiora,0
1270,2294-2216,Blue,Kennen,Kha'Zix,Orianna,Caitlyn,Zyra,LeBlanc,Thresh,Varus,Syndra,Taliyah,1
1271,2294-2216,Red,Camille,Lee Sin,Ahri,Kalista,Karma,Galio,Shen,Ashe,Rumble,Fizz,0
1272,2294-2217,Blue,Kennen,Kha'Zix,Syndra,Caitlyn,Zyra,LeBlanc,Thresh,Varus,Taliyah,Fizz,0
1273,2294-2217,Red,Jayce,Lee Sin,Orianna,Twitch,Lulu,Galio,Karma,Ashe,Shen,Vladimir,1
1274,2294-2218,Blue,Kennen,Elise,Jayce,Caitlyn,Braum,Galio,Shen,Karma,Kled,Syndra,0
1275,2294-2218,Red,Olaf,Lee Sin,Orianna,Kog'Maw,Thresh,LeBlanc,Varus,Ashe,Zyra,Taliyah,1
1276,2294-2219,Blue,Shen,Lee Sin,Orianna,Kog'Maw,Bard,LeBlanc,Thresh,Varus,Taliyah,Syndra,1
1277,2294-2219,Red,Kennen,Zac,Ahri,Ashe,Lulu,Galio,Karma,Kha'Zix,Nami,Braum,0
1278,2295-2211,Blue,Fizz,Lee Sin,Syndra,Sivir,Lulu,Elise,Galio,Kennen,Ivern,Jayce,0
1279,2295-2211,Red,Kled,Gragas,Ekko,Xayah,Braum,Caitlyn,Fiora,Thresh,Kog'Maw,Twitch,1
1280,2295-2220,Blue,Rumble,Lee Sin,Taliyah,Kalista,Lulu,Elise,Galio,Kennen,Ivern,Xayah,0
1281,2295-2220,Red,Fizz,Gragas,Syndra,Varus,Braum,Caitlyn,Fiora,Thresh,Kog'Maw,Sivir,1
1282,2295-2221,Blue,Kled,Ivern,Syndra,Varus,Thresh,None,None,None,None,None,0
1283,2295-2221,Red,Jarvan IV,Lee Sin,Twisted Fate,Twitch,Zyra,None,None,None,None,None,1
1284,2295-2222,Blue,Fizz,Lee Sin,Taliyah,Sivir,Bard,Galio,Gragas,Braum,Kennen,Kled,0
1285,2295-2222,Red,Jarvan IV,Elise,Orianna,Varus,Zyra,Caitlyn,Fiora,Thresh,Ahri,Twisted Fate,1
1286,2296-2227,Blue,Fiora,Gragas,Galio,Kog'Maw,Thresh,Orianna,Shen,Kennen,Kled,Cassiopeia,1
1287,2296-2227,Red,Gangplank,Lee Sin,Syndra,Caitlyn,Braum,LeBlanc,Varus,Ashe,Ivern,Ekko,0
1288,2296-2228,Blue,Galio,Gragas,Syndra,Ashe,Zyra,Shen,Orianna,Kennen,Kled,Gangplank,1
1289,2296-2228,Red,Rumble,Lee Sin,Karma,Kog'Maw,Thresh,LeBlanc,Ivern,Fiora,Braum,Tahm Kench,0
1290,2296-2229,Blue,Galio,Nocturne,Syndra,Twitch,Tahm Kench,Kennen,Shen,Orianna,Karma,Vladimir,1
1291,2296-2229,Red,Kled,Kha'Zix,Viktor,Ashe,Thresh,LeBlanc,Fiora,Ivern,Xayah,Varus,0
1292,2297-2223,Blue,Kennen,Ivern,Orianna,Xayah,Bard,Thresh,Fizz,Caitlyn,Galio,Taliyah,1
1293,2297-2223,Red,Camille,Olaf,Kassadin,Ashe,Lulu,Braum,Karma,Syndra,Fiora,Jarvan IV,0
1294,2297-2224,Blue,Jarvan IV,Kha'Zix,Taliyah,Caitlyn,Thresh,Braum,Kennen,Syndra,LeBlanc,Shen,1
1295,2297-2224,Red,Galio,Lee Sin,Kassadin,Ashe,Tahm Kench,Karma,Fizz,Ivern,Kled,Fiora,0
1296,2297-2225,Blue,Jayce,Olaf,Orianna,Kog'Maw,Lulu,Thresh,Fizz,Caitlyn,Taliyah,Zilean,0
1297,2297-2225,Red,Fiora,Elise,Karma,Ashe,Zyra,Syndra,Ivern,Kennen,Kha'Zix,Lee Sin,1
1298,2297-2226,Blue,Jarvan IV,Elise,Taliyah,Caitlyn,Tahm Kench,Syndra,Kennen,Braum,LeBlanc,Shen,1
1299,2297-2226,Red,Galio,Kha'Zix,Orianna,Ashe,Thresh,Karma,Fizz,Ivern,Kled,Fiora,0
1300,2298-2231,Blue,Sejuani,Ivern,Ahri,Kog'Maw,Lulu,Syndra,Gragas,Thresh,Jarvan IV,Fiora,0
1301,2298-2231,Red,Camille,Zac,Orianna,Caitlyn,Zyra,Karma,Galio,Elise,Taliyah,Kennen,1
1302,2298-2232,Blue,Jarvan IV,Lee Sin,Orianna,Caitlyn,Tahm Kench,Syndra,Gragas,Ivern,Twitch,Camille,0
1303,2298-2232,Red,Rumble,Nocturne,Galio,Ashe,Zyra,Karma,Elise,Thresh,Kennen,Fiora,1
1304,2298-2233,Blue,Jayce,Ivern,Galio,Twitch,Lulu,Karma,Elise,Thresh,Kennen,Taliyah,0
1305,2298-2233,Red,Fiora,Olaf,Gangplank,Caitlyn,Zyra,Gragas,Syndra,Nocturne,Kog'Maw,Camille,1
1306,2298-2234,Blue,Camille,Ivern,Taliyah,Xayah,Zyra,Gragas,Syndra,Galio,LeBlanc,Fiora,0
1307,2298-2234,Red,Jarvan IV,Zac,Orianna,Caitlyn,Tahm Kench,Karma,Elise,Thresh,Kennen,Kled,1
1308,2300-2195,Blue,Fizz,Gragas,Syndra,Kog'Maw,Thresh,Caitlyn,Lee Sin,Zyra,Karma,Shen,1
1309,2300-2195,Red,Fiora,Rengar,Orianna,Twitch,Braum,Lulu,Ivern,Elise,Jayce,Taliyah,0
1310,2300-2196,Blue,Camille,Lee Sin,Karma,Caitlyn,Bard,Thresh,Gragas,Fizz,Jayce,Fiora,1
1311,2300-2196,Red,Kennen,Zac,Syndra,Kog'Maw,Nami,Lulu,Elise,Ivern,Zyra,Galio,0
1312,2300-2197,Blue,Galio,Elise,Jayce,Ziggs,Nautilus,Caitlyn,Lee Sin,Fiora,Taliyah,Rengar,0
1313,2300-2197,Red,Fizz,Olaf,Zilean,Ashe,Karma,Lulu,Thresh,Ivern,Kled,Nami,1
1314,2301-2204,Blue,Jayce,Lee Sin,Cassiopeia,Sivir,Zyra,Karma,Rengar,Lulu,Graves,Viktor,1
1315,2301-2204,Red,Gragas,Ivern,Galio,Ashe,Miss Fortune,Fiora,Kennen,Thresh,Syndra,Orianna,0
1316,2301-2205,Blue,Shen,Gragas,Vladimir,Ashe,Zyra,Fiora,Kennen,Thresh,Twitch,Kog'Maw,0
1317,2301-2205,Red,Rumble,Lee Sin,Syndra,Caitlyn,Nami,Karma,Galio,Lulu,Viktor,LeBlanc,1
1318,2302-2201,Blue,Renekton,Graves,Taliyah,Ezreal,Lulu,Ashe,Karma,Lee Sin,Rumble,Nami,0
1319,2302-2201,Red,Galio,Kha'Zix,Syndra,Caitlyn,Bard,Thresh,Varus,Elise,Kog'Maw,Twitch,1
1320,2302-2202,Blue,Rumble,Graves,Vladimir,Caitlyn,Lulu,Thresh,Varus,Taliyah,Orianna,None,0
1321,2302-2202,Red,Kennen,Lee Sin,Syndra,Jhin,Zyra,Karma,Ashe,Galio,Shen,Orianna,1
1322,2302-2203,Blue,Renekton,Elise,Syndra,Jhin,Zyra,Karma,Ashe,Galio,Orianna,Bard,0
1323,2302-2203,Red,Shen,Lee Sin,Viktor,Caitlyn,Leona,Thresh,Varus,Fizz,Fiora,Kennen,1
1324,2303-2208,Blue,Shen,Ivern,Ahri,Caitlyn,Braum,Zyra,Thresh,Lulu,Fizz,Taliyah,1
1325,2303-2208,Red,Sejuani,Lee Sin,Orianna,Ashe,Bard,Kennen,Karma,Syndra,LeBlanc,Jayce,0
1326,2303-2209,Blue,Galio,Elise,Jayce,Ashe,Thresh,Kennen,Shen,Braum,Syndra,Fiora,0
1327,2303-2209,Red,Kled,Lee Sin,Orianna,Xayah,Tahm Kench,Karma,Lulu,Ivern,Fizz,Taliyah,1
1328,2303-2210,Blue,Galio,Kha'Zix,Syndra,Ashe,Karma,None,None,None,None,None,1
1329,2303-2210,Red,Shen,Lee Sin,Taliyah,Ezreal,Braum,None,None,None,None,None,0
1330,2437-2235,Blue,Shen,Lee Sin,LeBlanc,Kog'Maw,Lulu,Thresh,Syndra,Ashe,Renekton,None,0
1331,2437-2235,Red,Jarvan IV,Gragas,Viktor,Varus,Braum,Elise,Galio,Caitlyn,Kennen,Fiora,1
1332,2437-2236,Blue,Gragas,Graves,Taliyah,Kalista,Braum,Thresh,Syndra,Viktor,Renekton,Fiora,0
1333,2437-2236,Red,Jarvan IV,Lee Sin,Aurelion Sol,Caitlyn,Bard,Elise,Galio,Karma,LeBlanc,Kennen,1
1334,2438-2237,Blue,Poppy,Kha'Zix,Orianna,Ashe,Bard,LeBlanc,Thresh,Fiora,Zyra,Ekko,0
1335,2438-2237,Red,Jarvan IV,Elise,Taliyah,Varus,Tahm Kench,Galio,Karma,Shen,Rumble,Jayce,1
1336,2438-2238,Blue,Jarvan IV,Elise,Galio,Twitch,Thresh,Shen,Kennen,Karma,Orianna,Syndra,0
1337,2438-2238,Red,Renekton,Kha'Zix,Viktor,Varus,Tahm Kench,LeBlanc,Fiora,Taliyah,Caitlyn,Ekko,1
1338,2438-2239,Blue,Galio,Gragas,Jayce,Caitlyn,Zyra,Shen,Kennen,Karma,Renekton,Jarvan IV,0
1339,2438-2239,Red,Rumble,Lee Sin,Orianna,Varus,Tahm Kench,LeBlanc,Fiora,Taliyah,Elise,Syndra,1
1340,2439-2240,Blue,Galio,Lee Sin,LeBlanc,Varus,Braum,Zilean,Karma,Shen,Ashe,Caitlyn,0
1341,2439-2240,Red,Fiora,Gragas,Jayce,Lucian,Thresh,Syndra,Ahri,Elise,Tahm Kench,Zyra,1
1342,2439-2241,Blue,Galio,Lee Sin,Viktor,Caitlyn,Karma,Shen,Jayce,Thresh,Fiora,Gangplank,0
1343,2439-2241,Red,Jarvan IV,Gragas,Lucian,Varus,Zyra,Syndra,Ahri,Elise,LeBlanc,Graves,1
1344,2440-2245,Blue,Jarvan IV,Elise,Galio,Xayah,Braum,Jayce,Fiora,Lee Sin,Kennen,Kassadin,1
1345,2440-2245,Red,Shen,Rengar,LeBlanc,Ashe,Lulu,Thresh,Karma,Nidalee,Caitlyn,Syndra,0
1346,2440-2246,Blue,Gragas,Graves,Orianna,Ashe,Lulu,Thresh,Karma,Nidalee,Jarvan IV,Braum,0
1347,2440-2246,Red,Shen,Rengar,Syndra,Caitlyn,Bard,Galio,Elise,Lee Sin,Ekko,LeBlanc,1
1348,2441-2247,Blue,Renekton,Elise,Orianna,Varus,Thresh,Syndra,Bard,Ashe,Rumble,Karma,0
1349,2441-2247,Red,Jayce,Ivern,Ahri,Caitlyn,Braum,Lee Sin,Kennen,Galio,Taliyah,Jarvan IV,1
1350,2441-2248,Blue,Jarvan IV,Elise,Orianna,Lucian,Thresh,Syndra,Ivern,Ashe,Braum,Tahm Kench,0
1351,2441-2248,Red,Fiora,Graves,LeBlanc,Caitlyn,Taric,Lee Sin,Galio,Jayce,Taliyah,Varus,1
1352,2442-2249,Blue,Renekton,Gragas,Aurelion Sol,Caitlyn,Thresh,Kennen,Fiora,Taliyah,Cassiopeia,Mordekaiser,0
1353,2442-2249,Red,Jarvan IV,Lee Sin,Orianna,Ashe,Tahm Kench,Syndra,Elise,Galio,LeBlanc,Twisted Fate,1
1354,2442-2250,Blue,Renekton,Nidalee,Jayce,Caitlyn,Braum,Kennen,Fiora,Taliyah,Karma,Zyra,0
1355,2442-2250,Red,Jarvan IV,Lee Sin,Orianna,Varus,Bard,Syndra,Elise,Galio,Twisted Fate,LeBlanc,1
1356,2443-2251,Blue,Kennen,Gragas,Orianna,Ashe,Zyra,Thresh,Taliyah,Varus,Bard,Tahm Kench,1
1357,2443-2251,Red,Jarvan IV,Lee Sin,Syndra,Caitlyn,Lulu,Shen,Karma,Galio,Elise,Kha'Zix,0
1358,2443-2252,Blue,Kennen,Nidalee,Galio,Varus,Bard,Thresh,Taliyah,Elise,Syndra,Zyra,1
1359,2443-2252,Red,Jayce,Lee Sin,Viktor,Caitlyn,Tahm Kench,Shen,Karma,Orianna,Gragas,Kha'Zix,0
1360,2445-2253,Blue,Jarvan IV,Ivern,Orianna,Caitlyn,Karma,Jayce,Thresh,Lee Sin,Ashe,Varus,0
1361,2445-2253,Red,Gragas,Rengar,Lucian,Twitch,Zyra,Elise,Galio,Syndra,Tahm Kench,Lulu,1
1362,2445-2254,Blue,Fizz,Elise,LeBlanc,Varus,Zyra,Taliyah,Syndra,Kennen,Jarvan IV,Rumble,1
1363,2445-2254,Red,Gragas,Lee Sin,Kassadin,Kalista,Thresh,Jayce,Lucian,Galio,Fiora,Shen,0
1364,2446-2256,Blue,Kennen,Elise,Syndra,Varus,Bard,Thresh,Jarvan IV,Karma,Caitlyn,Ashe,1
1365,2446-2256,Red,Gragas,Lee Sin,Jayce,Jhin,Tahm Kench,Taliyah,LeBlanc,Galio,Lucian,Zyra,0
1366,2446-2257,Blue,Rumble,Lee Sin,Galio,Sivir,Karma,Jarvan IV,Jayce,Thresh,Caitlyn,Kassadin,1
1367,2446-2257,Red,Gragas,Elise,Fiora,Varus,Zyra,Taliyah,LeBlanc,Kennen,Ashe,Lulu,0
1368,2447-2261,Blue,Jarvan IV,Graves,Fizz,Varus,Braum,Kennen,Thresh,Galio,LeBlanc,Renekton,1
1369,2447-2261,Red,Sejuani,Lee Sin,Syndra,Caitlyn,Karma,Fiora,Ivern,Elise,Orianna,Ashe,0
1370,2447-2262,Blue,Jarvan IV,Rengar,Orianna,Varus,Tahm Kench,Fiora,Graves,Ivern,Kha'Zix,LeBlanc,0
1371,2447-2262,Red,Renekton,Sejuani,Syndra,Ashe,Thresh,Kennen,Galio,Elise,Lee Sin,Nidalee,1
1372,2448-2263,Blue,Gangplank,Lee Sin,Galio,Caitlyn,Braum,Jarvan IV,Jayce,Tahm Kench,Orianna,Cassiopeia,0
1373,2448-2263,Red,Fiora,Elise,Mordekaiser,Varus,Zyra,Syndra,Nidalee,Thresh,Shen,Kennen,1
1374,2448-2264,Blue,Kennen,Gragas,Galio,Varus,Lulu,Jarvan IV,Jayce,Tahm Kench,Orianna,Cassiopeia,0
1375,2448-2264,Red,Shen,Lee Sin,Kassadin,Ashe,Braum,Syndra,Nidalee,Thresh,Shen,Kennen,1
1376,2449-2267,Blue,Shen,Lee Sin,Ekko,Ashe,Braum,Thresh,Renekton,Jayce,Bard,Lulu,1
1377,2449-2267,Red,Kennen,Gragas,Taliyah,Caitlyn,Karma,LeBlanc,Elise,Galio,Syndra,Ahri,0
1378,2449-2268,Blue,Fizz,Lee Sin,Galio,Ashe,Braum,Thresh,Renekton,Kennen,Karma,Lulu,0
1379,2449-2268,Red,Fiora,Gragas,Syndra,Caitlyn,Bard,Shen,LeBlanc,Elise,Varus,Jarvan IV,1
1380,2449-2270,Blue,Galio,Lee Sin,Ekko,Xayah,Braum,Thresh,Renekton,Caitlyn,Bard,Lulu,0
1381,2449-2270,Red,Kennen,Gragas,Karma,Ashe,Malzahar,Shen,LeBlanc,Elise,Varus,Twitch,1
1382,2450-2289,Blue,Rumble,Elise,Taliyah,Jhin,Zyra,Fiora,Nidalee,Galio,Tahm Kench,Leona,0
1383,2450-2289,Red,Kennen,Lee Sin,Orianna,Varus,Braum,Thresh,Zac,Syndra,Aurelion Sol,Viktor,1
1384,2450-2290,Blue,Camille,Lee Sin,Viktor,Varus,Braum,Fiora,Kennen,Elise,Orianna,Zyra,1
1385,2450-2290,Red,Galio,Kha'Zix,Kassadin,Caitlyn,Tahm Kench,Thresh,Zac,Syndra,Taliyah,Rumble,0
1386,2450-2291,Blue,Kled,Zac,Orianna,Twitch,Braum,Lee Sin,Thresh,Syndra,Zyra,Tahm Kench,1
1387,2450-2291,Red,Rumble,Nidalee,Galio,Varus,Taric,Kennen,Elise,Fiora,Jarvan IV,Ashe,0
1388,2451-2292,Blue,Shen,Elise,Karma,Varus,Zyra,Syndra,Kennen,LeBlanc,Orianna,Ekko,0
1389,2451-2292,Red,Jarvan IV,Gragas,Viktor,Ashe,Thresh,Zac,Galio,Fiora,Jayce,Lucian,1
1390,2451-2293,Blue,Gangplank,Elise,Jayce,Caitlyn,Thresh,Syndra,Kennen,LeBlanc,Orianna,Viktor,0
1391,2451-2293,Red,Jarvan IV,Gragas,Karma,Ashe,Tahm Kench,Zac,Galio,Fiora,Varus,Shen,1
1392,2452-2294,Blue,Jarvan IV,Elise,Jayce,Kalista,Thresh,LeBlanc,Kennen,Fiora,Rumble,Taliyah,0
1393,2452-2294,Red,Camille,Lee Sin,Karma,Varus,Tahm Kench,Zac,Galio,Caitlyn,Orianna,Syndra,1
1394,2452-2295,Blue,Shen,Zac,Taliyah,Varus,Zyra,Ashe,Syndra,Orianna,Fiora,Kassadin,1
1395,2452-2295,Red,Renekton,Lee Sin,Ahri,Caitlyn,Bard,Kennen,LeBlanc,Galio,Jayce,Rumble,0
1396,2453-2296,Blue,Fiora,Lee Sin,Twisted Fate,Varus,Zyra,Thresh,Galio,Kennen,Shen,LeBlanc,1
1397,2453-2296,Red,Gragas,Kha'Zix,Orianna,Ashe,Karma,Syndra,Elise,Zac,Kled,Kassadin,0
1398,2453-2297,Blue,Rumble,Jayce,Galio,Varus,Blitzcrank,None,None,None,None,None,1
1399,2453-2297,Red,Jarvan IV,Graves,Orianna,Caitlyn,Karma,None,None,None,None,None,0
1400,2453-2298,Blue,Renekton,Elise,Ekko,Caitlyn,Braum,Galio,Rumble,Thresh,Shen,Gragas,1
1401,2453-2298,Red,Jarvan IV,Graves,Syndra,Varus,Blitzcrank,Fiora,Lee Sin,Zac,Kled,Tahm Kench,0
1402,2454-2299,Blue,Fizz,Lee Sin,Orianna,Caitlyn,Thresh,Fiora,Elise,Jayce,Jarvan IV,Kha'Zix,0
1403,2454-2299,Red,Kled,Gragas,Kassadin,Ashe,Braum,Shen,Galio,Zac,Kennen,Renekton,1
1404,2454-2300,Blue,Kennen,Nidalee,Ekko,Xayah,Braum,Elise,Fiora,Jayce,Kassadin,Caitlyn,1
1405,2454-2300,Red,Jarvan IV,Lee Sin,LeBlanc,Kalista,Thresh,Shen,Zac,Galio,Ashe,Varus,0
1406,2454-2301,Blue,Kennen,Gragas,Orianna,Ashe,Braum,Shen,Nidalee,Thresh,Caitlyn,Lulu,1
1407,2454-2301,Red,Fiora,Graves,Syndra,Varus,Karma,Zac,Galio,Elise,Kassadin,Ivern,0
1408,2455-2302,Blue,Galio,Gragas,Jayce,Varus,Nami,Thresh,Kennen,Kha'Zix,Syndra,Orianna,0
1409,2455-2302,Red,Shen,Lee Sin,Viktor,Caitlyn,Karma,Elise,Fiora,Zac,Jarvan IV,Zyra,1
1410,2455-2303,Blue,Lucian,Gragas,Galio,Xayah,Bard,Thresh,Shen,Kha'Zix,Syndra,Karma,1
1411,2455-2303,Red,Kennen,Lee Sin,Ekko,Caitlyn,Braum,Elise,Zac,Tahm Kench,Varus,Ashe,0
1412,2455-2308,Blue,Lucian,Gragas,Ahri,Caitlyn,Bard,Thresh,Shen,Kha'Zix,Ashe,Varus,0
1413,2455-2308,Red,Kennen,Lee Sin,Orianna,Ziggs,Tahm Kench,Zac,Elise,Galio,Jayce,Syndra,1
1414,2456-2304,Blue,Renekton,Elise,Fizz,Sivir,Tahm Kench,Ashe,Kennen,LeBlanc,Lee Sin,Kha'Zix,0
1415,2456-2304,Red,Kled,Gragas,Syndra,Varus,Thresh,Zac,Fiora,Galio,Ekko,Taliyah,1
1416,2456-2305,Blue,Shen,Elise,Taliyah,Ashe,Karma,Kennen,Thresh,LeBlanc,Tahm Kench,Jarvan IV,0
1417,2456-2305,Red,Jayce,Gragas,Syndra,Varus,Bard,Zac,Fiora,Galio,Zyra,Braum,1
1418,2457-2306,Blue,Rumble,Lee Sin,Aurelion Sol,Ashe,Zyra,Varus,Caitlyn,Elise,Ahri,Orianna,1
1419,2457-2306,Red,Jarvan IV,Graves,Taliyah,Lucian,Braum,Thresh,Zac,Galio,Syndra,LeBlanc,0
1420,2457-2307,Blue,Jayce,Rek'Sai,Taliyah,Caitlyn,Malzahar,Thresh,Rumble,Galio,Zyra,Syndra,0
1421,2457-2307,Red,Kennen,Lee Sin,Viktor,Ashe,Braum,Zac,Elise,Graves,Bard,Ahri,1
1422,2458-2312,Blue,Kled,Elise,Vladimir,Varus,Zyra,Thresh,Jayce,Galio,Kassadin,LeBlanc,0
1423,2458-2312,Red,Shen,Gragas,Lucian,Caitlyn,Tahm Kench,Kennen,Zac,Fiora,Orianna,Taliyah,1
1424,2458-2313,Blue,Gangplank,Elise,Kassadin,Ashe,Bard,Jayce,Lucian,Galio,Zed,Gragas,1
1425,2458-2313,Red,Jarvan IV,Kha'Zix,LeBlanc,Caitlyn,Tahm Kench,Kennen,Zac,Fiora,Kled,Renekton,0
1426,2458-2314,Blue,Rumble,Kha'Zix,Galio,Twitch,Tahm Kench,Zilean,Syndra,Elise,Shen,Jayce,1
1427,2458-2314,Red,Gragas,Lee Sin,Cassiopeia,Varus,Thresh,Kennen,Zac,Fiora,Orianna,Kled,0
1428,2459-2316,Blue,Shen,Elise,Syndra,Ashe,Braum,LeBlanc,Fiora,Karma,Rumble,Kassadin,0
1429,2459-2316,Red,Kled,Gragas,Jayce,Caitlyn,Thresh,Kennen,Zac,Galio,Renekton,Jarvan IV,1
1430,2459-2317,Blue,Renekton,Gragas,Kassadin,Ashe,Tahm Kench,Kennen,Fiora,Thresh,Taliyah,Syndra,1
1431,2459-2317,Red,Jarvan IV,Lee Sin,Karma,Caitlyn,Bard,Zac,Jayce,Galio,Braum,Kled,0
1432,2460-2318,Blue,Fiora,Kha'Zix,Orianna,Kog'Maw,Thresh,Renekton,Elise,Jayce,Tahm Kench,Braum,1
1433,2460-2318,Red,Jarvan IV,Lee Sin,Syndra,Varus,Zyra,Galio,Zac,Kennen,Ashe,Gragas,0
1434,2460-2319,Blue,Renekton,Gragas,LeBlanc,Varus,Zyra,Galio,Kennen,Thresh,Ashe,Caitlyn,0
1435,2460-2319,Red,Rumble,Lee Sin,Karma,Twitch,Bard,Zac,Fiora,Elise,Lulu,Tahm Kench,1
1436,2461-2320,Blue,Rumble,Gragas,Jayce,Kalista,Thresh,Kennen,Syndra,Karma,Orianna,Ashe,1
1437,2461-2320,Red,Jarvan IV,Elise,Viktor,Caitlyn,Braum,Zac,Galio,Fiora,Renekton,Shen,0
1438,2461-2322,Blue,Kennen,Nidalee,Orianna,Ashe,Bard,Jayce,Gragas,Jarvan IV,Rumble,Caitlyn,0
1439,2461-2322,Red,Kled,Elise,Syndra,Varus,Karma,Thresh,Galio,Zac,Ekko,Lee Sin,1
1440,2462-2344,Blue,Rumble,Zac,Jayce,Caitlyn,Bard,Kennen,Elise,Fiora,Renekton,Kled,1
1441,2462-2344,Red,Jarvan IV,Nidalee,Kassadin,Varus,Rakan,Galio,Thresh,Syndra,Orianna,Shen,0
1442,2462-2345,Blue,Olaf,Lee Sin,Syndra,Caitlyn,Thresh,Galio,Kennen,Elise,Shen,Jarvan IV,0
1443,2462-2345,Red,Rumble,Gragas,Vladimir,Xayah,Braum,Zac,Fiora,LeBlanc,Kled,Renekton,1
1444,2463-2346,Blue,Gangplank,Jarvan IV,Syndra,Jhin,Thresh,Gragas,LeBlanc,Elise,Lee Sin,Fizz,1
1445,2463-2346,Red,Shen,Rengar,Ekko,Ashe,Braum,Rumble,Zac,Galio,Varus,Caitlyn,0
1446,2463-2347,Blue,Camille,Elise,Orianna,Caitlyn,Tahm Kench,Gragas,LeBlanc,Zac,Shen,Kled,1
1447,2463-2347,Red,Fizz,Rengar,Karma,Ashe,Thresh,Rumble,Galio,Syndra,Viktor,Jarvan IV,0
1448,2464-2348,Blue,Camille,Lee Sin,Karma,Kog'Maw,Tahm Kench,Gragas,Fiora,Elise,Caitlyn,Varus,1
1449,2464-2348,Red,Jarvan IV,Kha'Zix,Kassadin,Ashe,Thresh,Kennen,Galio,Zac,Shen,Renekton,0
1450,2464-2349,Blue,Poppy,Lee Sin,Karma,Kog'Maw,Braum,Elise,Fiora,Gragas,Thresh,Renekton,1
1451,2464-2349,Red,Camille,Kha'Zix,Kassadin,Caitlyn,Bard,Kennen,Galio,Zac,Shen,Tahm Kench,0
1452,2465-2350,Blue,Jarvan IV,Kha'Zix,Galio,Twitch,Braum,Jayce,Gragas,Zac,Taliyah,Kennen,0
1453,2465-2350,Red,Shen,Lee Sin,Kassadin,Kalista,Thresh,Fiora,Elise,Caitlyn,Ashe,Varus,1
1454,2465-2351,Blue,Kled,Gragas,Karma,Varus,Thresh,Fiora,Caitlyn,Syndra,Ahri,LeBlanc,0
1455,2465-2351,Red,Renekton,Graves,Orianna,Kalista,Tahm Kench,Zac,Galio,Elise,Kassadin,Jayce,1
1456,2465-2352,Blue,Galio,Graves,Syndra,Ashe,Alistar,Kassadin,Jayce,Kalista,Taliyah,LeBlanc,1
1457,2465-2352,Red,Kled,Lee Sin,Cassiopeia,Caitlyn,Thresh,Fiora,Elise,Zac,Tahm Kench,Braum,0
1458,2466-2353,Blue,Rumble,Rek'Sai,Galio,Jhin,Braum,Syndra,Gragas,Elise,Cassiopeia,Zilean,0
1459,2466-2353,Red,Shen,Lee Sin,Malzahar,Caitlyn,Brand,Taliyah,Zac,LeBlanc,Kennen,Renekton,1
1460,2466-2354,Blue,Jarvan IV,Lee Sin,Lucian,Caitlyn,Tahm Kench,Kennen,Syndra,Thresh,Renekton,Rumble,0
