,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
29,FRA1TMNT1/130461,Red,Renekton,Lee Sin,Gragas,Lucian,Morgana,Kassadin,Draven,Lulu,,,0
30,FRA1TMNT1/130463,Blue,Gragas,Evelynn,Lulu,Lucian,Thresh,Sivir,Nidalee,Annie,,,1
31,FRA1TMNT1/130463,Red,Shyvana,Elise,Orianna,Caitlyn,Leona,Kassadin,Draven,Renekton,,,0
32,FRA1TMNT1/130493,Blue,Shyvana,Kha'Zix,Ziggs,Caitlyn,Leona,Pantheon,Thresh,Elise,,,0
33,FRA1TMNT1/130493,Red,Renekton,Lee Sin,Nidalee,Vayne,Annie,Kassadin,Lulu,Gragas,,,1
34,FRA1TMNT1/140104,Blue,Trundle,Elise,Nidalee,Lucian,Annie,Evelynn,LeBlanc,Renekton,,,0
35,FRA1TMNT1/140104,Red,Shyvana,Kha'Zix,Fizz,Sivir,Thresh,Ryze,Lulu,Caitlyn,,,1
36,FRA1TMNT1/150107,Blue,Gragas,Elise,LeBlanc,Sivir,Annie,Lee Sin,Ryze,Kha'Zix,,,1
37,FRA1TMNT1/150107,Red,Shyvana,Wukong,Kassadin,Lucian,Thresh,Evelynn,Lulu,Renekton,,,0
38,FRA1TMNT1/150133,Blue,Shyvana,Elise,Nidalee,Sivir,Thresh,Riven,LeBlanc,Lee Sin,,,1
39,FRA1TMNT1/150133,Red,Jayce,Kha'Zix,Kassadin,Caitlyn,Alistar,Lulu,Renekton,Yasuo,,,0
40,FRA1TMNT1/160038,Blue,Kha'Zix,Vi,Syndra,Jinx,Karma,Renekton,Ryze,Lulu,,,0
41,FRA1TMNT1/160038,Red,Shyvana,Elise,Yasuo,Caitlyn,Thresh,Jax,Lee Sin,Draven,,,1
42,FRA1TMNT1/160040,Blue,Renekton,Elise,Talon,Caitlyn,Annie,Draven,Lee Sin,Jax,,,1
43,FRA1TMNT1/160040,Red,Ryze,Evelynn,Gragas,Lucian,Thresh,Kha'Zix,Lulu,Yasuo,,,0
44,FRA1TMNT1/160114,Blue,Renekton,Kha'Zix,LeBlanc,Caitlyn,Thresh,Pantheon,Evelynn,Shyvana,,,0
45,FRA1TMNT1/160114,Red,Ryze,Lee Sin,Kayle,Lucian,Annie,Lulu,Ziggs,Nidalee,,,1
46,FRA1TMNT1/160115,Blue,Shyvana,Lee Sin,Ziggs,Lucian,Janna,Nidalee,Gragas,LeBlanc,,,1
47,FRA1TMNT1/160115,Red,Riven,Vi,Orianna,Tristana,Thresh,Pantheon,Lulu,Annie,,,0
48,FRA1TMNT1/160166,Blue,Renekton,Elise,Ziggs,Caitlyn,Thresh,LeBlanc,Diana,Lee Sin,,,1
49,FRA1TMNT1/160166,Red,Shen,Wukong,Katarina,Lucian,Morgana,Yasuo,Lulu,Kha'Zix,,,0
50,FRA1TMNT1/170119,Blue,Shyvana,Kha'Zix,Kayle,Lucian,Thresh,Draven,Renekton,Evelynn,,,1
51,FRA1TMNT1/170119,Red,Ryze,Lee Sin,Gragas,Caitlyn,Karma,Ziggs,Lulu,Nidalee,,,0
52,FRA1TMNT1/170120,Blue,Shyvana,Elise,Orianna,Jinx,Lulu,Ziggs,Thresh,Kha'Zix,,,0
53,FRA1TMNT1/170120,Red,Trundle,Lee Sin,Nidalee,Lucian,Karma,Draven,Evelynn,Renekton,,,1
54,FRA1TMNT1/170128,Blue,Elise,Lee Sin,Yasuo,Sivir,Morgana,Ziggs,Lulu,Wukong,,,1
55,FRA1TMNT1/170128,Red,Renekton,Kha'Zix,Talon,Lucian,Leona,LeBlanc,Diana,Ryze,,,0
56,FRA1TMNT1/170129,Blue,Irelia,Kha'Zix,Nidalee,Caitlyn,Leona,LeBlanc,Diana,Lee Sin,,,1
57,FRA1TMNT1/170129,Red,Elise,Pantheon,Zed,Lucian,Annie,Ziggs,Lulu,Yasuo,,,0
58,FRA1TMNT1/170176,Blue,Jax,Lee Sin,LeBlanc,Caitlyn,Morgana,Nidalee,Lucian,Pantheon,,,1
59,FRA1TMNT1/170176,Red,Shyvana,Amumu,Orianna,Ezreal,Thresh,Ziggs,Lulu,Kha'Zix,,,0
60,FRA1TMNT1/170177,Blue,Renekton,Lee Sin,Orianna,Ezreal,Annie,Ziggs,LeBlanc,Pantheon,,,0
61,FRA1TMNT1/170177,Red,Jax,Elise,Syndra,Caitlyn,Thresh,Lucian,Kha'Zix,Lulu,,,1
62,FRA1TMNT1/250017,Blue,Orianna,Lee Sin,Yasuo,Twitch,Nami,Syndra,Thresh,Lucian,,,1
63,FRA1TMNT1/250017,Red,Shyvana,Elise,Ziggs,Jinx,Morgana,Kassadin,Lulu,Kayle,,,0
64,FRA1TMNT1/250019,Blue,Jax,Kha'Zix,Lulu,Lucian,Leona,Kayle,Yasuo,Kassadin,,,0
65,FRA1TMNT1/250019,Red,Shyvana,Lee Sin,Nidalee,Twitch,Nami,Syndra,Thresh,Irelia,,,1
66,FRA1TMNT1/250030,Blue,Shyvana,Kha'Zix,Orianna,Lucian,Morgana,Twitch,Jax,Kassadin,,,0
67,FRA1TMNT1/250030,Red,Irelia,Lee Sin,LeBlanc,Jinx,Thresh,Ziggs,Kayle,Lulu,,,1
68,FRA1TMNT1/250039,Blue,Trundle,Kha'Zix,Syndra,Lucian,Sona,Nocturne,Jax,Nidalee,,,1
69,FRA1TMNT1/250039,Red,Shyvana,Elise,Ziggs,Caitlyn,Nami,Lee Sin,Kassadin,Lulu,,,0
70,FRA1TMNT1/250040,Blue,Irelia,Evelynn,Kassadin,Lucian,Leona,Lee Sin,Kha'Zix,LeBlanc,,,0
71,FRA1TMNT1/250040,Red,Shyvana,Elise,Syndra,Draven,Morgana,Nocturne,Jax,Ziggs,,,1
72,FRA1TMNT1/250078,Blue,Irelia,Lee Sin,Lulu,Twitch,Nami,Kayle,Yasuo,Kassadin,,,1
73,FRA1TMNT1/250078,Red,Shyvana,Wukong,Ziggs,Lucian,Sona,Jax,Thresh,LeBlanc,,,0
74,FRA1TMNT1/250122,Blue,Jax,Jarvan IV,Kayle,Twitch,Karma,Evelynn,Elise,Lee Sin,,,0
75,FRA1TMNT1/250122,Red,Shyvana,Vi,Orianna,Lucian,Thresh,Kha'Zix,Kassadin,Lulu,,,1
76,FRA1TMNT1/250205,Blue,Jax,Evelynn,Syndra,Lucian,Nami,Shyvana,Ziggs,Twisted Fate,,,1
77,FRA1TMNT1/250205,Red,Renekton,Elise,Lulu,Twitch,Thresh,Kassadin,Lee Sin,Kayle,,,0
78,FRA1TMNT1/250206,Blue,Renekton,Elise,Ziggs,Caitlyn,Morgana,Lee Sin,Kayle,Shyvana,,,0
79,FRA1TMNT1/250206,Red,Lulu,Kha'Zix,Yasuo,Lucian,Nami,Kassadin,Twisted Fate,Jax,,,1
80,FRA1TMNT1/260021,Blue,Jax,Lee Sin,Nidalee,Lucian,Morgana,Ziggs,Kayle,Lulu,,,1
81,FRA1TMNT1/260021,Red,Irelia,Kha'Zix,Syndra,Jinx,Thresh,Twitch,LeBlanc,Kassadin,,,0
82,FRA1TMNT1/260062,Blue,Dr. Mundo,Elise,Kassadin,Graves,Karma,Lulu,LeBlanc,Twitch,,,0
83,FRA1TMNT1/260062,Red,Irelia,Lee Sin,Orianna,Lucian,Thresh,Jax,Kayle,Yasuo,,,1
84,FRA1TMNT1/260077,Blue,Shyvana,Evelynn,Orianna,Sivir,Thresh,Kha'Zix,Lulu,Lucian,,,1
85,FRA1TMNT1/260077,Red,Irelia,Elise,LeBlanc,Twitch,Nami,Jax,Kassadin,Kayle,,,0
86,FRA1TMNT1/270025,Blue,Jax,Jarvan IV,LeBlanc,Kog'Maw,Nami,Thresh,Yasuo,Kayle,,,1
87,FRA1TMNT1/270025,Red,Shyvana,Lee Sin,Orianna,Lucian,Morgana,Kassadin,Braum,Lulu,,,0
88,FRA1TMNT1/270026,Blue,Kayle,Elise,Nidalee,Lucian,Morgana,Braum,Irelia,Lulu,,,1
89,FRA1TMNT1/270026,Red,Shyvana,Lee Sin,LeBlanc,Twitch,Thresh,Jax,Kassadin,Yasuo,,,0
90,FRA1TMNT1/270127,Blue,Shyvana,Elise,Yasuo,Lucian,Morgana,Kayle,Kassadin,Lee Sin,,,1
91,FRA1TMNT1/270127,Red,Trundle,Vi,Ziggs,Corki,Thresh,Jax,Lulu,Nidalee,,,0
92,FRA1TMNT1/270128,Blue,Yasuo,Vi,Lulu,Caitlyn,Thresh,Nidalee,Twitch,Jax,,,0
93,FRA1TMNT1/270128,Red,Shyvana,Elise,Twisted Fate,Corki,Morgana,Lee Sin,Lucian,Kassadin,,,1
94,FRA1TMNT1/270139,Blue,Irelia,Elise,Ziggs,Lucian,Morgana,Yasuo,Lulu,Braum,,,1
95,FRA1TMNT1/270139,Red,Shyvana,Lee Sin,LeBlanc,Twitch,Thresh,Jax,Kassadin,Kayle,,,0
96,FRA1TMNT1/270140,Blue,Yasuo,Evelynn,Orianna,Twitch,Thresh,Ziggs,Kayle,Lucian,,,1
97,FRA1TMNT1/270140,Red,Lulu,Lee Sin,Nidalee,Jinx,Braum,Irelia,Kassadin,Jax,,,0
98,FRA1TMNT1/270141,Blue,Irelia,Lee Sin,Syndra,Twitch,Morgana,Yasuo,Lulu,Kassadin,,,1
99,FRA1TMNT1/270141,Red,Dr. Mundo,Vi,LeBlanc,Lucian,Braum,Ziggs,Kayle,Jax,,,0
100,FRA1TMNT1/280016,Blue,Jax,Evelynn,Twisted Fate,Twitch,Braum,Lucian,LeBlanc,Irelia,,,1
101,FRA1TMNT1/280016,Red,Shyvana,Lee Sin,Lulu,Kog'Maw,Thresh,Kassadin,Yasuo,Kayle,,,0
102,FRA1TMNT1/280017,Blue,Shyvana,Elise,Nidalee,Lucian,Thresh,Yasuo,Kayle,Lee Sin,,,1
103,FRA1TMNT1/280017,Red,Lulu,Jarvan IV,LeBlanc,Twitch,Braum,Jax,Irelia,Kassadin,,,0
104,FRA1TMNT1/280018,Blue,Jax,Evelynn,Orianna,Kog'Maw,Braum,Lucian,Irelia,Nidalee,,,1
105,FRA1TMNT1/280018,Red,Shyvana,Lee Sin,Lulu,Twitch,Morgana,Kassadin,Yasuo,Kayle,,,0
106,FRA1TMNT1/280025,Blue,Kayle,Jarvan IV,Kassadin,Twitch,Karma,Braum,Lee Sin,Irelia,,,1
107,FRA1TMNT1/280025,Red,Lulu,Evelynn,Orianna,Lucian,Morgana,Jax,Yasuo,Thresh,,,0
108,FRA1TMNT1/280041,Blue,Kayle,Lee Sin,Orianna,Kog'Maw,Nami,Ziggs,Nidalee,Kassadin,,,1
109,FRA1TMNT1/280041,Red,Yasuo,Elise,Lulu,Lucian,Leona,Syndra,Jax,Braum,,,0
110,FRA1TMNT1/280042,Blue,Lulu,Lee Sin,Orianna,Lucian,Thresh,Syndra,Kayle,Jax,,,0
111,FRA1TMNT1/280042,Red,Shyvana,Elise,Nidalee,Graves,Braum,Ziggs,Yasuo,Kassadin,,,1
112,FRA1TMNT1/280062,Blue,Shyvana,Lee Sin,Ziggs,Lucian,Morgana,Thresh,Yasuo,Lulu,,,1
113,FRA1TMNT1/280062,Red,Irelia,Evelynn,Nidalee,Twitch,Braum,Kayle,Kassadin,Jax,,,0
114,FRA1TMNT1/280063,Blue,Lulu,Elise,Yasuo,Twitch,Morgana,Ziggs,Kayle,Kassadin,,,1
115,FRA1TMNT1/280063,Red,Shyvana,Lee Sin,Nidalee,Corki,Braum,Thresh,Lucian,Jax,,,0
116,FRA1TMNT1/280066,Blue,Shyvana,Elise,LeBlanc,Lucian,Morgana,Thresh,Yasuo,Lulu,,,1
117,FRA1TMNT1/280066,Red,Renekton,Lee Sin,Ziggs,Twitch,Nami,Kayle,Kassadin,Jax,,,0
118,FRA1TMNT1/310025,Blue,Dr. Mundo,Jarvan IV,Yasuo,Kog'Maw,Nami,Fiddlesticks,Evelynn,Orianna,,,1
119,FRA1TMNT1/310025,Red,Lulu,Skarner,Ziggs,Caitlyn,Morgana,Lee Sin,Kassadin,Elise,,,0
120,FRA1TMNT1/310028,Blue,Aatrox,Elise,Ziggs,Tristana,Thresh,Yasuo,Lee Sin,Twisted Fate,,,0
121,FRA1TMNT1/310028,Red,Lulu,Jarvan IV,Orianna,Kog'Maw,Morgana,Fiddlesticks,Evelynn,Kassadin,,,1
122,FRA1TMNT1/310057,Blue,Gragas,Evelynn,Twisted Fate,Lucian,Braum,Ziggs,Morgana,Thresh,,,1
123,FRA1TMNT1/310057,Red,Irelia,Lee Sin,Orianna,Corki,Leona,Yasuo,Kassadin,Lulu,,,0
124,FRA1TMNT1/310058,Blue,Irelia,Vi,Lulu,Caitlyn,Nami,Twisted Fate,Yasuo,Braum,,,0
125,FRA1TMNT1/310058,Red,Gragas,Lee Sin,Orianna,Lucian,Thresh,Morgana,Kassadin,Ziggs,,,1
126,FRA1TMNT1/310088,Blue,Gragas,Nocturne,Twisted Fate,Corki,Braum,Evelynn,Kassadin,Lee Sin,,,1
127,FRA1TMNT1/310088,Red,Trundle,Elise,Ziggs,Caitlyn,Morgana,Yasuo,Lucian,Lulu,,,0
128,FRA1TMNT1/310090,Blue,Rengar,Jarvan IV,Lulu,Twitch,Braum,Gragas,Ziggs,Yasuo,,,0
129,FRA1TMNT1/310090,Red,Dr. Mundo,Elise,Orianna,Lucian,Thresh,Evelynn,Kassadin,Lee Sin,,,1
130,FRA1TMNT1/310140,Blue,Lulu,Evelynn,Syndra,Kog'Maw,Morgana,Xerath,Gragas,Lee Sin,,,0
131,FRA1TMNT1/310140,Red,Ryze,Jarvan IV,Orianna,Lucian,Thresh,Kassadin,Caitlyn,Irelia,,,1
132,FRA1TMNT1/310143,Blue,Irelia,Elise,Twisted Fate,Corki,Thresh,Lee Sin,Caitlyn,Kog'Maw,,,1
133,FRA1TMNT1/310143,Red,Gragas,Vi,Orianna,Tristana,Braum,Xerath,Kassadin,Lucian,,,0
134,FRA1TMNT1/310183,Blue,Gragas,Elise,Syndra,Kog'Maw,Morgana,Orianna,Jinx,Ziggs,,,1
135,FRA1TMNT1/310183,Red,Irelia,Evelynn,Fizz,Lucian,Thresh,Kassadin,Lee Sin,Braum,,,0
136,FRA1TMNT1/310187,Blue,Gragas,Jarvan IV,Yasuo,Lucian,Morgana,Kog'Maw,Braum,Lee Sin,,,0
137,FRA1TMNT1/310187,Red,Aatrox,Elise,Ryze,Tristana,Thresh,Kassadin,Jinx,Ziggs,,,1
138,FRA1TMNT1/310221,Blue,Lulu,Elise,Yasuo,Tristana,Nami,Ziggs,Irelia,Lucian,,,1
139,FRA1TMNT1/310221,Red,Jax,Lee Sin,Orianna,Caitlyn,Morgana,Kassadin,Rengar,Braum,,,0
140,FRA1TMNT1/310224,Blue,Ryze,Rengar,Orianna,Lucian,Thresh,Gragas,Lee Sin,Tristana,,,1
141,FRA1TMNT1/310224,Red,Lulu,Evelynn,Yasuo,Caitlyn,Braum,Twisted Fate,Kassadin,Kog'Maw,,,0
142,FRA1TMNT1/310226,Blue,Shyvana,Lee Sin,Kassadin,Jinx,Braum,Twisted Fate,Rengar,Thresh,,,1
143,FRA1TMNT1/310226,Red,Dr. Mundo,Elise,Tristana,Kog'Maw,Zyra,Gragas,Yasuo,Lulu,,,0
144,FRA1TMNT1/310228,Blue,Dr. Mundo,Jarvan IV,Syndra,Kog'Maw,Thresh,Gragas,Lee Sin,Tristana,,,1
145,FRA1TMNT1/310228,Red,Shyvana,Elise,Orianna,Jinx,Lulu,Twisted Fate,Kassadin,Rengar,,,0
146,FRA1TMNT1/320051,Blue,Renekton,Elise,Ziggs,Lucian,Thresh,Rengar,Kassadin,Ryze,,,1
147,FRA1TMNT1/320051,Red,Shyvana,Vi,Orianna,Corki,Braum,Yasuo,Gragas,Lulu,,,0
148,FRA1TMNT1/320052,Blue,Renekton,Rengar,Orianna,Tristana,Morgana,Yasuo,Elise,Lee Sin,,,0
149,FRA1TMNT1/320052,Red,Shyvana,Evelynn,Ziggs,Lucian,Thresh,Kassadin,Lulu,Gragas,,,1
150,FRA1TMNT1/320209,Blue,Shyvana,Lee Sin,Kassadin,Tristana,Braum,Irelia,Ziggs,Lucian,,,1
151,FRA1TMNT1/320209,Red,Aatrox,Elise,Orianna,Caitlyn,Morgana,Lulu,Rengar,Gragas,,,0
152,FRA1TMNT1/330017,Blue,Ryze,Rengar,Twisted Fate,Ezreal,Braum,Lee Sin,Orianna,Irelia,,,0
153,FRA1TMNT1/330017,Red,Gragas,Jarvan IV,Yasuo,Corki,Nami,Kassadin,Xerath,Syndra,,,1
154,FRA1TMNT1/330019,Blue,Gragas,Elise,Twisted Fate,Kog'Maw,Nami,Xerath,Syndra,Lee Sin,,,0
155,FRA1TMNT1/330019,Red,Lulu,Jarvan IV,Yasuo,Corki,Braum,Kassadin,Orianna,Irelia,,,1
156,FRA1TMNT1/330030,Blue,Nidalee,Rengar,Xerath,Tristana,Blitzcrank,Twisted Fate,Braum,Jarvan IV,,,0
157,FRA1TMNT1/330030,Red,Gragas,Lee Sin,Orianna,Kog'Maw,Thresh,Ahri,Morgana,Kassadin,,,1
158,FRA1TMNT1/340013,Blue,Gragas,Rengar,Twisted Fate,Kog'Maw,Thresh,Lee Sin,Xerath,Syndra,,,0
159,FRA1TMNT1/340013,Red,Riven,Jarvan IV,Ryze,Ezreal,Braum,Kassadin,Orianna,Irelia,,,1
160,FRA1TMNT1/340051,Blue,Gragas,Rengar,Orianna,Tristana,Nami,Morgana,Ahri,Riven,,,1
161,FRA1TMNT1/340051,Red,Nidalee,Elise,Syndra,Kog'Maw,Thresh,Twisted Fate,Braum,Kassadin,,,0
162,FRA1TMNT1/340084,Blue,Ryze,Elise,Yasuo,Caitlyn,Thresh,Nidalee,Gragas,Braum,,,1
163,FRA1TMNT1/340084,Red,Lee Sin,Nocturne,Twisted Fate,Tristana,Annie,Kassadin,Lulu,Morgana,,,0
164,FRA1TMNT1/340086,Blue,Lee Sin,Elise,Orianna,Caitlyn,Morgana,Kassadin,Ryze,Thresh,,,0
165,FRA1TMNT1/340086,Red,Nidalee,Evelynn,Ziggs,Tristana,Nami,Gragas,Lulu,Yasuo,,,1
166,FRA1TMNT1/340096,Blue,Lulu,Rengar,Orianna,Twitch,Thresh,Ziggs,Yasuo,Gragas,,,0
167,FRA1TMNT1/340096,Red,Shen,Evelynn,Ahri,Kog'Maw,Braum,Syndra,Kassadin,Tristana,,,1
168,FRA1TMNT1/340097,Blue,Lulu,Evelynn,Ahri,Corki,Thresh,Syndra,Tristana,Kassadin,,,1
169,FRA1TMNT1/340097,Red,Dr. Mundo,Elise,Ziggs,Jinx,Braum,Gragas,Yasuo,Kog'Maw,,,0
170,FRA1TMNT1/340288,Blue,Gragas,Jarvan IV,Ziggs,Kog'Maw,Nami,Lee Sin,Thresh,Yasuo,,,1
171,FRA1TMNT1/340288,Red,Lulu,Elise,Syndra,Ezreal,Braum,Kassadin,Maokai,Tristana,,,0
172,FRA1TMNT1/340289,Blue,Gragas,Evelynn,Syndra,Kog'Maw,Alistar,Maokai,Kassadin,Lulu,,,1
173,FRA1TMNT1/340289,Red,Dr. Mundo,Jarvan IV,Ziggs,Tristana,Braum,Lee Sin,Thresh,Yasuo,,,0
174,FRA1TMNT1/340291,Blue,Irelia,Elise,Syndra,Kog'Maw,Braum,Lee Sin,Thresh,Yasuo,,,0
175,FRA1TMNT1/340291,Red,Lulu,Nocturne,Orianna,Tristana,Alistar,Gragas,Kassadin,Maokai,,,1
176,FRA1TMNT1/390080,Blue,Rumble,Rengar,Orianna,Graves,Janna,Jayce,Ziggs,Maokai,,,1
177,FRA1TMNT1/390080,Red,Irelia,Lee Sin,Karthus,Lucian,Nami,Thresh,Gnar,Ahri,,,0
178,FRA1TMNT1/390091,Blue,Irelia,Rammus,Ziggs,Sivir,Braum,Thresh,Janna,Rumble,,,0
179,FRA1TMNT1/390091,Red,Malphite,Rengar,Ahri,Lucian,Nami,Jayce,Gnar,Maokai,,,1
180,FRA1TMNT1/390112,Blue,Swain,Lee Sin,Jayce,Sivir,Nami,Vayne,Rengar,Twisted Fate,,,1
181,FRA1TMNT1/390112,Red,Irelia,Kha'Zix,Orianna,Jinx,Janna,Gnar,Maokai,Rumble,,,0
182,FRA1TMNT1/390114,Blue,Maokai,Nocturne,Orianna,Twitch,Janna,Jayce,Rumble,Rengar,,,1
183,FRA1TMNT1/390114,Red,Kassadin,Jarvan IV,Syndra,Jinx,Braum,Vayne,Lee Sin,Gnar,,,0
184,FRA1TMNT1/390124,Blue,Maokai,Jarvan IV,Orianna,Sivir,Nami,Vayne,Nocturne,Lee Sin,,,0
185,FRA1TMNT1/390124,Red,Sion,Rengar,Twisted Fate,Jinx,Janna,Jayce,Rumble,Gnar,,,1
186,FRA1TMNT1/390127,Blue,Gnar,Elise,Syndra,Lucian,Thresh,Xerath,Draven,Janna,,,1
187,FRA1TMNT1/390127,Red,Rumble,Lee Sin,Jayce,Corki,Alistar,Rengar,Jarvan IV,Kha'Zix,,,0
188,FRA1TMNT1/390128,Blue,Irelia,Kha'Zix,Orianna,Vayne,Janna,Syndra,Jarvan IV,Rengar,,,1
189,FRA1TMNT1/390128,Red,Malphite,Lee Sin,Zed,Lucian,Thresh,Xerath,Draven,Gnar,,,0
190,FRA1TMNT1/390129,Blue,Rumble,Jarvan IV,Orianna,Lucian,Nami,Xerath,Draven,Irelia,,,1
191,FRA1TMNT1/390129,Red,Maokai,Kha'Zix,Zed,Corki,Janna,Rengar,Syndra,Gnar,,,0
192,FRA1TMNT1/390133,Blue,Irelia,Jarvan IV,Syndra,Sivir,Janna,Fiddlesticks,Rengar,Maokai,,,1
193,FRA1TMNT1/390133,Red,Malphite,Pantheon,Orianna,Corki,Nami,Rumble,Gnar,Lee Sin,,,0
194,FRA1TMNT1/390150,Blue,Gnar,Jarvan IV,Syndra,Lucian,Nami,Zed,Janna,Rumble,,,0
195,FRA1TMNT1/390150,Red,Jayce,Lee Sin,Karma,Corki,Braum,Fiddlesticks,Rengar,Maokai,,,1
196,FRA1TMNT1/390157,Blue,Maokai,Nocturne,Xerath,Sivir,Braum,Fizz,Janna,Lee Sin,,,1
197,FRA1TMNT1/390157,Red,Poppy,Kha'Zix,Orianna,Draven,Nami,Rengar,Gnar,Jayce,,,0
198,FRA1TMNT1/390219,Blue,Maokai,Rengar,Ahri,Lucian,Nami,Jayce,Syndra,Jarvan IV,,,0
199,FRA1TMNT1/390219,Red,Irelia,Kha'Zix,Zilean,Corki,Janna,Gnar,Lee Sin,Zed,,,1
200,FRA1TMNT1/390222,Blue,Maokai,Jarvan IV,Syndra,Lucian,Janna,Zed,Lee Sin,Thresh,,,0
201,FRA1TMNT1/390222,Red,Irelia,Kha'Zix,Orianna,Corki,Nami,Gnar,Jayce,Zilean,,,1
202,FRA1TMNT1/390225,Blue,Irelia,Jarvan IV,LeBlanc,Corki,Thresh,Zilean,Jayce,Syndra,,,1
203,FRA1TMNT1/390225,Red,Maokai,Kha'Zix,Ahri,Lucian,Nami,Gnar,Orianna,Zed,,,0
204,FRA1TMNT1/390247,Blue,Gnar,Jarvan IV,Syndra,Lucian,Janna,Zed,Lee Sin,Irelia,,,1
205,FRA1TMNT1/390247,Red,Maokai,Hecarim,Ahri,Jinx,Nami,Kha'Zix,Thresh,Xerath,,,0
206,FRA1TMNT1/390286,Blue,Maokai,Vi,Jayce,Corki,Janna,Twisted Fate,Jarvan IV,Rumble,,,0
207,FRA1TMNT1/390286,Red,Irelia,Kha'Zix,Xerath,Jinx,Thresh,Zed,Lee Sin,Gnar,,,1
208,FRA1TMNT1/390338,Blue,Jarvan IV,Syndra,Draven,Janna,Dr. Mundo,Irelia,Zed,Lee Sin,,,0
209,FRA1TMNT1/390338,Red,Rumble,Kha'Zix,Katarina,Lucian,Nami,Thresh,Gnar,Maokai,,,1
