,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
84,FRA1TMNT1/490199,Blue,Sion,Rek'Sai,Kassadin,Sivir,Morgana,Zed,Jayce,Lissandra,,,1
85,FRA1TMNT1/490199,Red,Rumble,Jarvan IV,Ezreal,Draven,Annie,Kalista,Nidalee,Rengar,,,0
86,FRA1TMNT1/490202,Blue,Lissandra,Lee Sin,Ezreal,Corki,Janna,Fiddlesticks,Pantheon,Jarvan IV,,,0
87,FRA1TMNT1/490202,Red,Irelia,Vi,Xerath,Graves,Morgana,,Ahri,Kassadin,,,1
88,FRA1TMNT1/490207,Blue,Irelia,Rengar,Kassadin,Lucian,Janna,Jarvan IV,Zed,Lissandra,,,1
89,FRA1TMNT1/490207,Red,Dr. Mundo,Rek'Sai,LeBlanc,Graves,Lulu,Kalista,Azir,Ahri,,,0
90,FRA1TMNT1/490216,Blue,Rumble,Rek'Sai,Kassadin,Graves,Lulu,Annie,Jarvan IV,Ahri,,,0
91,FRA1TMNT1/490216,Red,Irelia,Rengar,Lissandra,Sivir,Janna,,Kalista,Vi,,,1
92,FRA1TMNT1/490218,Blue,Vladimir,Rek'Sai,Azir,Graves,Janna,Nidalee,Rengar,Sivir,,,0
93,FRA1TMNT1/490218,Red,Sion,Vi,Xerath,Kalista,Morgana,Zed,Lissandra,Kassadin,,,1
94,FRA1TMNT1/490221,Blue,Gnar,Pantheon,Kassadin,Sivir,Janna,Kalista,Ahri,Morgana,,,0
95,FRA1TMNT1/490221,Red,Rumble,Vi,Lissandra,Graves,Thresh,Fiddlesticks,Irelia,Jarvan IV,,,1
96,FRA1TMNT1/500033,Blue,Gnar,Sejuani,Ahri,Graves,Janna,Xerath,Kassadin,Zed,,,0
97,FRA1TMNT1/500033,Red,Irelia,Jarvan IV,LeBlanc,Sivir,Nami,Kalista,Lissandra,Azir,,,1
98,FRA1TMNT1/500037,Blue,Jax,Jarvan IV,Cassiopeia,Corki,Braum,Azir,Malphite,Maokai,,,1
99,FRA1TMNT1/500037,Red,Gnar,Rengar,Xerath,Sivir,Annie,Elise,Rek'Sai,Graves,,,0
100,FRA1TMNT1/500038,Blue,Gnar,Jarvan IV,Lulu,Sivir,Annie,Kalista,Kassadin,Azir,,,0
101,FRA1TMNT1/500038,Red,Rumble,Rek'Sai,LeBlanc,Graves,Thresh,Xerath,Zed,Lissandra,,,1
102,FRA1TMNT1/500040,Blue,Lissandra,Rek'Sai,Ezreal,Graves,Thresh,Xerath,Zed,Kassadin,,,0
103,FRA1TMNT1/500040,Red,Irelia,Jarvan IV,Ahri,Corki,Janna,Kalista,Azir,LeBlanc,,,1
104,FRA1TMNT1/500049,Blue,Hecarim,Rengar,Xerath,Sivir,Janna,Lissandra,Jarvan IV,Zed,,,1
105,FRA1TMNT1/500049,Red,Gnar,Rek'Sai,Azir,Ezreal,Morgana,Irelia,Nidalee,Kassadin,,,0
106,FRA1TMNT1/500050,Blue,Sion,Vi,Azir,Sivir,Annie,Jayce,Kassadin,Lissandra,,,0
107,FRA1TMNT1/500050,Red,Rumble,Elise,Zed,Ezreal,Janna,Jarvan IV,Gnar,Syndra,,,1
108,FRA1TMNT1/500061,Blue,Gnar,Lee Sin,Orianna,Kalista,Blitzcrank,Zed,Ahri,Irelia,,,1
109,FRA1TMNT1/500061,Red,Lissandra,Rek'Sai,LeBlanc,Graves,Annie,Azir,Kassadin,Jarvan IV,,,0
110,FRA1TMNT1/500063,Blue,Maokai,Vi,Azir,Corki,Thresh,Gnar,Jarvan IV,LeBlanc,,,1
111,FRA1TMNT1/500063,Red,Lissandra,Lee Sin,Ahri,Kalista,Blitzcrank,Zed,Kassadin,Irelia,,,0
112,FRA1TMNT1/500064,Blue,Rumble,Jarvan IV,Orianna,Graves,Lulu,Zed,Ahri,Irelia,,,1
113,FRA1TMNT1/500064,Red,Maokai,Vi,Lissandra,Corki,Thresh,Azir,Kassadin,Gnar,,,0
114,FRA1TMNT1/500065,Blue,Gnar,Sejuani,Orianna,Graves,Braum,Lee Sin,Jarvan IV,Ahri,,,0
115,FRA1TMNT1/500065,Red,Morgana,Olaf,Zed,Kalista,Thresh,Fiddlesticks,Lissandra,Rek'Sai,,,1
116,FRA1TMNT1/500079,Blue,Rumble,Jarvan IV,Morgana,Sivir,Annie,Fiddlesticks,Irelia,Ahri,,,1
117,FRA1TMNT1/500079,Red,Gnar,Vi,Ezreal,Corki,Janna,Kalista,Lissandra,Kassadin,,,0
118,FRA1TMNT1/500080,Blue,Gnar,Jarvan IV,Morgana,Corki,Thresh,Kalista,Lissandra,Zed,,,0
119,FRA1TMNT1/500080,Red,Kassadin,Lee Sin,Nidalee,Sivir,Janna,Fiddlesticks,Vi,Irelia,,,1
120,FRA1TMNT1/500151,Blue,Morgana,Rek'Sai,Lissandra,Kalista,Annie,Azir,Cassiopeia,Nidalee,,,1
121,FRA1TMNT1/500151,Red,Gnar,Jarvan IV,Orianna,Corki,Thresh,Kassadin,Zed,Ahri,,,0
122,FRA1TMNT1/500190,Blue,Irelia,Elise,Lissandra,Graves,Janna,Kalista,Kassadin,Azir,,,1
123,FRA1TMNT1/500190,Red,Gnar,Rengar,Ahri,Sivir,Annie,Jax,Fiora,Rek'Sai,,,0
124,FRA1TMNT1/500192,Blue,Kennen,Elise,Ahri,Ezreal,Lulu,Kalista,Morgana,Zed,,,0
125,FRA1TMNT1/500192,Red,Sion,Nidalee,Lissandra,Corki,Annie,Azir,Cassiopeia,Kassadin,,,1
126,FRA1TMNT1/510020,Blue,Gnar,Lee Sin,Ahri,Graves,Thresh,,,,,,0
127,FRA1TMNT1/510020,Red,Irelia,Rek'Sai,Cassiopeia,Kalista,Morgana,Jarvan IV,Lissandra,Kassadin,,,1
128,FRA1TMNT1/510022,Blue,Morgana,Rek'Sai,Xerath,Corki,Veigar,Irelia,Kalista,Zed,,,1
129,FRA1TMNT1/510022,Red,Maokai,Jarvan IV,Ahri,Graves,Thresh,Lissandra,Kassadin,LeBlanc,,,0
130,FRA1TMNT1/510043,Blue,Rumble,Jarvan IV,Zed,Kalista,Janna,Annie,LeBlanc,Kassadin,,,0
131,FRA1TMNT1/510043,Red,Morgana,Rek'Sai,Ahri,Graves,Lulu,Irelia,Lissandra,Nidalee,,,1
132,FRA1TMNT1/520021,Blue,Jax,Jarvan IV,LeBlanc,Jinx,Braum,Irelia,Fizz,Lissandra,,,1
133,FRA1TMNT1/520021,Red,Gnar,Elise,Ahri,Graves,Thresh,Kassadin,Kalista,Janna,,,0
134,FRA1TMNT1/520041,Blue,Maokai,Jarvan IV,Xerath,Kalista,Thresh,Zed,Lissandra,Annie,,,0
135,FRA1TMNT1/520041,Red,Dr. Mundo,Nidalee,Jayce,Caitlyn,Sona,Pantheon,Vi,Kassadin,,,1
136,FRA1TMNT1/520044,Blue,Lulu,Jarvan IV,Ahri,Sivir,Annie,Hecarim,Kalista,Nidalee,,,0
137,FRA1TMNT1/520044,Red,Irelia,Rek'Sai,LeBlanc,Tristana,Morgana,Zed,Lissandra,Kassadin,,,1
138,FRA1TMNT1/520049,Blue,Rumble,Vi,LeBlanc,Tristana,Annie,Zed,Janna,Morgana,,,1
139,FRA1TMNT1/520049,Red,Kennen,Jarvan IV,Xerath,Graves,Thresh,Kassadin,Irelia,Lissandra,,,0
140,FRA1TMNT1/520054,Blue,Wukong,Rengar,Ahri,Sivir,Braum,Kalista,Kassadin,Lissandra,,,0
141,FRA1TMNT1/520054,Red,Rumble,Nidalee,Zed,Corki,Annie,Irelia,Jax,Fizz,,,1
142,FRA1TMNT1/520061,Blue,Dr. Mundo,Nidalee,Jayce,Varus,Sona,Vi,Pantheon,Kassadin,,,1
143,FRA1TMNT1/520061,Red,Maokai,Rek'Sai,Xerath,Kalista,Annie,Zed,Lissandra,Jarvan IV,,,0
144,FRA1TMNT1/520062,Blue,Sion,Rengar,Ahri,Kalista,Morgana,Zed,Lulu,Lissandra,,,0
145,FRA1TMNT1/520062,Red,Irelia,Rek'Sai,LeBlanc,Graves,Janna,Nidalee,Hecarim,Kassadin,,,1
146,FRA1TMNT1/520067,Blue,Rumble,Pantheon,Morgana,Sivir,Janna,LeBlanc,Jarvan IV,Kalista,,,1
147,FRA1TMNT1/520067,Red,Irelia,Vi,Ahri,Jinx,Thresh,Zed,Lissandra,Kassadin,,,0
148,FRA1TMNT1/530019,Blue,Lissandra,Jarvan IV,Xerath,Kalista,Lulu,Ahri,Morgana,Nidalee,,,0
149,FRA1TMNT1/530019,Red,Maokai,Rek'Sai,Ezreal,Corki,Annie,Cassiopeia,Zed,LeBlanc,,,1
150,FRA1TMNT1/530027,Blue,Irelia,Rek'Sai,Lissandra,Kalista,Thresh,Cassiopeia,Nidalee,Kennen,,,1
151,FRA1TMNT1/530027,Red,Rumble,Lee Sin,Zed,Corki,Janna,,,,,,0
152,FRA1TMNT1/530028,Blue,Fizz,Nidalee,Ahri,Graves,Janna,Zed,LeBlanc,Kalista,,,1
153,FRA1TMNT1/530028,Red,Rumble,Rek'Sai,Lulu,Jinx,Morgana,Jax,Irelia,Lissandra,,,0
154,FRA1TMNT1/530048,Blue,Malphite,Rek'Sai,LeBlanc,Graves,Leona,,Cassiopeia,Zed,,,1
155,FRA1TMNT1/530048,Red,Irelia,Sejuani,Ahri,Corki,Annie,Nidalee,Morgana,Lissandra,,,0
156,FRA1TMNT1/530059,Blue,Kennen,Jarvan IV,Lissandra,Graves,Annie,Rek'Sai,Rengar,Nidalee,,,0
157,FRA1TMNT1/530059,Red,Maokai,Lee Sin,Viktor,Tristana,Morgana,Rumble,Irelia,LeBlanc,,,1
158,FRA1TMNT1/530064,Blue,Sion,Rek'Sai,Morgana,Twitch,Nami,Xerath,Lissandra,Maokai,,,0
159,FRA1TMNT1/530064,Red,Rumble,Sejuani,Zed,Sivir,Janna,Irelia,Kalista,LeBlanc,,,1
160,FRA1TMNT1/530065,Blue,Irelia,Nidalee,Ezreal,Corki,Alistar,Jayce,Jarvan IV,Annie,,,1
161,FRA1TMNT1/530065,Red,Kennen,Rek'Sai,Zed,Graves,Sona,Sion,Lissandra,LeBlanc,,,0
162,FRA1TMNT1/530126,Blue,Maokai,Lee Sin,Ahri,Corki,Thresh,Zed,Lissandra,Lulu,,,1
163,FRA1TMNT1/530126,Red,Hecarim,Sejuani,Ezreal,Jinx,Janna,Nidalee,Rek'Sai,LeBlanc,,,0
164,FRA1TMNT1/530133,Blue,Maokai,Nidalee,Karthus,Tristana,Alistar,Zed,Annie,Rek'Sai,,,0
165,FRA1TMNT1/530133,Red,Sion,Sejuani,LeBlanc,Sivir,Leona,Lissandra,Morgana,Janna,,,1
166,FRA1TMNT1/530144,Blue,Irelia,Sejuani,Viktor,Lucian,Annie,Morgana,Janna,Sivir,,,1
167,FRA1TMNT1/530144,Red,Maokai,Lee Sin,Orianna,Graves,Leona,Kennen,Jayce,Lissandra,,,0
168,FRA1TMNT1/530152,Blue,Maokai,Fizz,Zed,Graves,Annie,Nidalee,Viktor,Morgana,,,0
169,FRA1TMNT1/530152,Red,Hecarim,Lee Sin,LeBlanc,Kalista,Janna,Rengar,Lissandra,Rek'Sai,,,1
170,FRA1TMNT1/540020,Blue,Maokai,Lee Sin,Viktor,Kalista,Morgana,Rumble,LeBlanc,Irelia,,,1
171,FRA1TMNT1/540020,Red,Sion,Vi,Lissandra,Sivir,Janna,Rek'Sai,Rengar,Nidalee,,,0
172,FRA1TMNT1/540033,Blue,Maokai,Lee Sin,Xerath,Graves,Janna,LeBlanc,Irelia,Kalista,,,1
173,FRA1TMNT1/540033,Red,Sion,Vi,Orianna,Sivir,Annie,Lissandra,Nidalee,Morgana,,,0
174,FRA1TMNT1/540035,Blue,Lissandra,Jarvan IV,Xerath,Corki,Sona,Sion,Irelia,LeBlanc,,,1
175,FRA1TMNT1/540035,Red,Lulu,Rek'Sai,Zed,Jinx,Nami,Jayce,Nidalee,Annie,,,0
176,FRA1TMNT1/540039,Blue,Sion,Nidalee,Ezreal,Corki,Annie,Irelia,LeBlanc,Zed,,,1
177,FRA1TMNT1/540039,Red,Maokai,Rek'Sai,Lissandra,Kalista,Leona,Cassiopeia,Kennen,Jarvan IV,,,0
178,FRA1TMNT1/540040,Blue,Sion,Jarvan IV,Lissandra,Kalista,Janna,Jax,Nidalee,Irelia,,,0
179,FRA1TMNT1/540040,Red,Fizz,Elise,Ahri,Corki,Braum,Zed,Rek'Sai,LeBlanc,,,1
180,FRA1TMNT1/540104,Blue,Hecarim,Olaf,Ahri,Graves,Leona,,Nidalee,Kalista,,,0
181,FRA1TMNT1/540104,Red,Lulu,Lee Sin,Lissandra,Kog'Maw,Thresh,Rek'Sai,LeBlanc,Zed,,,1
182,FRA1TMNT1/540106,Blue,Maokai,Gragas,Lissandra,Lucian,Morgana,Fizz,Ahri,Irelia,,,1
183,FRA1TMNT1/540106,Red,Fiora,Rek'Sai,LeBlanc,Corki,Janna,Nidalee,Hecarim,Jax,,,0
184,FRA1TMNT1/540107,Blue,Lissandra,Jarvan IV,Viktor,Corki,Leona,Morgana,Ezreal,Nidalee,,,0
185,FRA1TMNT1/540107,Red,Lulu,Lee Sin,Orianna,Kog'Maw,Thresh,LeBlanc,Zed,Rek'Sai,,,1
186,FRA1TMNT1/540110,Blue,Sion,Nidalee,Kennen,Sivir,Leona,Morgana,Lissandra,Janna,,,1
187,FRA1TMNT1/540110,Red,Maokai,Lee Sin,LeBlanc,Graves,Lulu,Zed,Annie,Alistar,,,0
188,FRA1TMNT1/540112,Blue,Rumble,Rek'Sai,Zed,Graves,Braum,Jayce,Nidalee,Annie,,,0
189,FRA1TMNT1/540112,Red,Irelia,Sejuani,Kennen,Sivir,Leona,Morgana,Lissandra,Janna,,,1
190,FRA1TMNT1/540122,Blue,Hecarim,Rek'Sai,Ahri,Tristana,Janna,Rumble,Rengar,Lissandra,,,1
191,FRA1TMNT1/540122,Red,Maokai,Fizz,LeBlanc,Kalista,Annie,Nidalee,Viktor,Morgana,,,0
192,FRA1TMNT1/540129,Blue,Jax,Nidalee,Cassiopeia,Graves,Braum,Azir,Dr. Mundo,Garen,,,1
193,FRA1TMNT1/540129,Red,Irelia,Rek'Sai,Lulu,Corki,Morgana,Anivia,Amumu,Alistar,,,0
194,FRA1TMNT1/540130,Blue,Fizz,Lee Sin,Lissandra,Lucian,Annie,LeBlanc,Zed,Viktor,,,1
195,FRA1TMNT1/540130,Red,Morgana,Vi,Ahri,Corki,Janna,Lulu,Nidalee,Rek'Sai,,,0
196,FRA1TMNT1/550026,Blue,Hecarim,Sejuani,Lissandra,Corki,Thresh,Jarvan IV,Ahri,Morgana,,,0
197,FRA1TMNT1/550026,Red,Sion,Gragas,Zed,Tristana,Janna,Lulu,Irelia,LeBlanc,,,1
198,FRA1TMNT1/550027,Blue,Rumble,Lee Sin,LeBlanc,Jinx,Janna,,,,,,0
199,FRA1TMNT1/550027,Red,Gangplank,Sion,Teemo,Varus,Zyra,Lulu,Sejuani,Hecarim,,,1
200,FRA1TMNT1/550031,Blue,Gnar,Rengar,Lulu,Kog'Maw,Janna,LeBlanc,Rumble,Morgana,,,0
201,FRA1TMNT1/550031,Red,Hecarim,Rek'Sai,Nidalee,Sivir,Thresh,Sejuani,Lissandra,Zed,,,1
202,FRA1TMNT1/550034,Blue,Kennen,Vi,LeBlanc,Caitlyn,Morgana,Sion,Sivir,Lissandra,,,1
203,FRA1TMNT1/550034,Red,Rumble,Nunu & Willump,Lulu,Graves,Janna,Nidalee,Sejuani,Rek'Sai,,,0
204,FRA1TMNT1/550042,Blue,Rumble,Sejuani,Kennen,Graves,Thresh,Shen,Hecarim,Nidalee,,,1
205,FRA1TMNT1/550042,Red,Sion,Rek'Sai,Diana,Sivir,Annie,Morgana,Janna,Lissandra,,,0
206,FRA1TMNT1/550046,Blue,Fizz,Rek'Sai,Syndra,Tristana,Janna,LeBlanc,Irelia,Lulu,,,1
207,FRA1TMNT1/550046,Red,Sion,Gragas,Cassiopeia,Jinx,Morgana,Zed,Ahri,Sejuani,,,0
208,FRA1TMNT1/550047,Blue,Malphite,Gragas,Lissandra,Graves,Lulu,Ahri,Cassiopeia,Rek'Sai,,,1
209,FRA1TMNT1/550047,Red,Irelia,Sejuani,Xerath,Corki,Thresh,Maokai,Nidalee,LeBlanc,,,0
210,FRA1TMNT1/560012,Blue,Irelia,Nidalee,Xerath,Corki,Thresh,Maokai,Lissandra,Zed,,,1
211,FRA1TMNT1/560012,Red,Lulu,Gragas,Twisted Fate,Kog'Maw,Janna,Cassiopeia,Ahri,LeBlanc,,,0
212,FRA1TMNT1/560039,Blue,Zac,Olaf,Teemo,Varus,Janna,LeBlanc,Lulu,Hecarim,,,1
