,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
13,4271-5352,Red,Urgot,Lee Sin,Lissandra,Kai'Sa,Alistar,Cassiopeia,Aatrox,Sion,Morgana,Rakan,0
14,4271-5353,Blue,Jax,Kha'Zix,Galio,Kai'Sa,Gragas,Sion,Urgot,Akali,Jayce,Alistar,0
15,4271-5353,Red,Poppy,Camille,Zoe,Lucian,Rakan,Cassiopeia,Aatrox,Sejuani,Yasuo,Morgana,1
16,4272-5354,Blue,Renekton,Jarvan IV,Galio,Xayah,Rakan,Thresh,Lucian,Sion,Ezreal,Varus,1
17,4272-5354,Red,Urgot,Lee Sin,Zoe,Viktor,Tahm Kench,Cassiopeia,Aatrox,Camille,Irelia,Nocturne,0
18,4272-5355,Blue,Urgot,Kha'Zix,Lissandra,Sivir,Alistar,Rakan,Zoe,Irelia,Sejuani,Vladimir,1
19,4272-5355,Red,Sion,Camille,Syndra,Lucian,Braum,Cassiopeia,Aatrox,Galio,Ezreal,Kai'Sa,0
20,4272-5356,Blue,Akali,Sejuani,Aatrox,Kai'Sa,Zilean,Thresh,Lucian,Sion,Camille,Xin Zhao,0
21,4272-5356,Red,Urgot,Olaf,Lissandra,Ezreal,Tahm Kench,Cassiopeia,Rakan,Galio,Alistar,Pyke,1
22,4273-5357,Blue,Aatrox,Zac,Syndra,Lucian,Alistar,Galio,Irelia,Sejuani,Urgot,Sion,1
23,4273-5357,Red,Camille,Gragas,Jayce,Viktor,Tahm Kench,Akali,Cassiopeia,Rakan,Lissandra,LeBlanc,0
24,4273-5358,Blue,Jax,Kha'Zix,Urgot,Kai'Sa,Morgana,Akali,Lucian,Jayce,Galio,Lissandra,0
25,4273-5358,Red,Irelia,Sejuani,Ryze,Xayah,Rakan,Cassiopeia,Aatrox,Camille,Kindred,LeBlanc,1
26,4274-5359,Blue,Sion,Kha'Zix,Galio,Xayah,Rakan,Riven,Lissandra,Lucian,Tahm Kench,Alistar,0
27,4274-5359,Red,Ryze,Camille,Urgot,Ezreal,Morgana,Cassiopeia,Aatrox,Irelia,Nocturne,Jax,1
28,4274-5360,Blue,Akali,Aatrox,Lissandra,Ezreal,Tahm Kench,Gragas,Irelia,Urgot,Jax,Renekton,0
29,4274-5360,Red,Camille,Sejuani,Zoe,Kai'Sa,Alistar,Cassiopeia,Lucian,Galio,Xin Zhao,Lee Sin,1
30,4274-5361,Blue,Ryze,Nocturne,Aatrox,Ezreal,Rakan,Gragas,Irelia,Urgot,Sejuani,Zoe,0
31,4274-5361,Red,Renekton,Camille,Akali,Kai'Sa,Alistar,Cassiopeia,Galio,Lucian,Lissandra,LeBlanc,1
32,4275-5362,Blue,Akali,Sejuani,Irelia,Xayah,Alistar,Galio,Olaf,Aatrox,Gangplank,Tahm Kench,1
33,4275-5362,Red,Urgot,Kha'Zix,Lissandra,Kai'Sa,Braum,Rakan,Cassiopeia,Camille,Sivir,Lucian,0
34,4275-5363,Blue,Aatrox,Sejuani,Urgot,Kai'Sa,Gragas,Rakan,Irelia,Camille,Xin Zhao,Kindred,1
35,4275-5363,Red,Akali,Kha'Zix,Zoe,Xayah,Lissandra,Cassiopeia,Olaf,Galio,Alistar,Tahm Kench,0
36,4275-5364,Blue,Akali,Lee Sin,Zoe,Ezreal,Tahm Kench,Rakan,Irelia,Lucian,Thresh,Alistar,1
37,4275-5364,Red,Urgot,Camille,Syndra,Vladimir,Lissandra,Galio,Aatrox,Cassiopeia,Kha'Zix,Sejuani,0
38,4276-5365,Blue,Akali,Lee Sin,Zoe,Kai'Sa,Braum,Irelia,Galio,Lucian,LeBlanc,Yasuo,1
39,4276-5365,Red,Urgot,Xin Zhao,Syndra,Ezreal,Alistar,Cassiopeia,Lissandra,Aatrox,Sion,Morgana,0
40,4276-5366,Blue,Aatrox,Nocturne,Lulu,Xayah,Rakan,Irelia,Lucian,Camille,Yasuo,LeBlanc,1
41,4276-5366,Red,Urgot,Lee Sin,Akali,Kai'Sa,Alistar,Cassiopeia,Lissandra,Galio,Nidalee,Gragas,0
42,4277-5367,Blue,Urgot,Xin Zhao,Galio,Vayne,Rakan,Akali,Camille,Irelia,Kha'Zix,Zoe,1
43,4277-5367,Red,Sion,Rek'Sai,Ryze,Ezreal,Tahm Kench,Cassiopeia,Aatrox,Morgana,Xayah,Lucian,0
44,4277-5368,Blue,Ryze,Lee Sin,Zoe,Lucian,Alistar,Irelia,Camille,Cassiopeia,Sion,Kled,1
45,4277-5368,Red,Ornn,Gragas,Galio,Varus,Tahm Kench,Akali,Aatrox,Urgot,Zac,Fiora,0
46,4277-5369,Blue,Urgot,Xin Zhao,Lissandra,Lucian,Fiddlesticks,Akali,Camille,Zoe,Alistar,Braum,0
47,4277-5369,Red,Irelia,Sejuani,Syndra,Kai'Sa,Rakan,Cassiopeia,Aatrox,Galio,Morgana,Thresh,1
48,4278-5370,Blue,Vladimir,Gragas,Yasuo,Lucian,Alistar,Olaf,Lee Sin,Akali,Xayah,Ryze,0
49,4278-5370,Red,Irelia,Camille,Galio,Ezreal,Rakan,Cassiopeia,Aatrox,Urgot,Thresh,Braum,1
50,4278-5371,Blue,Renekton,Gragas,Urgot,Kai'Sa,Tahm Kench,Olaf,Lee Sin,Lissandra,Ezreal,Rakan,1
51,4278-5371,Red,Akali,Camille,Galio,Sivir,Braum,Cassiopeia,Aatrox,Yasuo,Viktor,Alistar,0
52,4278-5372,Blue,Renekton,Gragas,Urgot,Kai'Sa,Tahm Kench,Olaf,Lee Sin,Camille,Rakan,Ezreal,1
53,4278-5372,Red,Akali,Kha'Zix,Galio,Sivir,Braum,Cassiopeia,Aatrox,Yasuo,Alistar,Viktor,0
54,4279-5373,Blue,Urgot,Camille,Lissandra,Viktor,Tahm Kench,Irelia,Rakan,Akali,Kha'Zix,Sejuani,1
55,4279-5373,Red,Sion,Lee Sin,Galio,Kai'Sa,Alistar,Cassiopeia,Aatrox,Lucian,Morgana,Ezreal,0
56,4279-5374,Blue,Urgot,Kha'Zix,Galio,Ezreal,Thresh,Akali,Irelia,Aatrox,Xin Zhao,Sion,0
57,4279-5374,Red,Jax,Sejuani,Lissandra,Lucian,Alistar,Cassiopeia,Rakan,Camille,Morgana,Tahm Kench,1
58,4280-5375,Blue,Urgot,Xin Zhao,Vladimir,Kai'Sa,Leona,Irelia,Aatrox,Akali,Neeko,Viktor,0
59,4280-5375,Red,Fiora,Gragas,Zoe,Yasuo,Sejuani,Cassiopeia,Lucian,Camille,Morgana,Alistar,1
60,4280-5376,Blue,Urgot,Karthus,Lissandra,Lucian,Leona,Sejuani,Irelia,Aatrox,Xayah,Zoe,0
61,4280-5376,Red,Fiora,Xin Zhao,Vladimir,Neeko,Rakan,Cassiopeia,Camille,Akali,Gragas,Kha'Zix,1
62,4281-5377,Blue,Sion,Sejuani,Irelia,Ashe,Tahm Kench,Camille,Akali,Jayce,Zac,Gragas,0
63,4281-5377,Red,Urgot,Kayn,Galio,Xayah,Rakan,Cassiopeia,Aatrox,Lucian,Ezreal,Varus,1
64,4281-5378,Blue,Kled,Sejuani,Yasuo,Kai'Sa,Ornn,Akali,Jayce,Rakan,Kayn,Zoe,0
65,4281-5378,Red,Urgot,Lee Sin,LeBlanc,Lucian,Alistar,Cassiopeia,Aatrox,Irelia,Morgana,Tahm Kench,1
66,4282-5379,Blue,Vladimir,Gragas,Urgot,Ezreal,Tahm Kench,Akali,Galio,Nocturne,Xin Zhao,Nidalee,0
67,4282-5379,Red,Jayce,Lee Sin,Lissandra,Kai'Sa,Alistar,Irelia,Cassiopeia,Aatrox,Olaf,Camille,1
68,4282-5380,Blue,Gangplank,Nocturne,Lissandra,Xayah,Rakan,Irelia,Ezreal,Galio,Olaf,Vladimir,1
69,4282-5380,Red,Urgot,Lee Sin,Zoe,Kai'Sa,Alistar,Aatrox,Akali,Cassiopeia,Xin Zhao,Sion,0
70,4283-5381,Blue,Gangplank,Gragas,Urgot,Lucian,Alistar,Galio,Irelia,Aatrox,Viktor,Jax,0
71,4283-5381,Red,Akali,Xin Zhao,Zoe,Ezreal,Tahm Kench,Rakan,Cassiopeia,Camille,Thresh,Sion,1
72,4283-5382,Blue,Urgot,Xin Zhao,LeBlanc,Lucian,Soraka,Rakan,Camille,Akali,Lissandra,Ezreal,0
73,4283-5382,Red,Sion,Kha'Zix,Zoe,Draven,Tahm Kench,Cassiopeia,Aatrox,Irelia,Braum,Galio,1
74,4283-5383,Blue,Urgot,Taliyah,Galio,Lucian,Alistar,Irelia,Akali,Tahm Kench,LeBlanc,Zoe,1
75,4283-5383,Red,Sion,Camille,Jayce,Ezreal,Ornn,Rakan,Cassiopeia,Aatrox,Vladimir,Lissandra,0
76,4284-5384,Blue,Renekton,Camille,Galio,Kai'Sa,Thresh,Irelia,Rakan,Alistar,Kha'Zix,Sion,1
77,4284-5384,Red,Vladimir,Lee Sin,Lissandra,Lucian,Braum,Cassiopeia,Aatrox,Urgot,Jayce,Ezreal,0
78,4284-5385,Blue,Urgot,Olaf,Lissandra,Sivir,Thresh,Irelia,Rakan,Alistar,Kassadin,Vladimir,1
79,4284-5385,Red,Sion,Gragas,LeBlanc,Lucian,Morgana,Cassiopeia,Aatrox,Galio,Camille,Xin Zhao,0
80,4285-5386,Blue,Aatrox,Gragas,Syndra,Sivir,Alistar,Irelia,Tahm Kench,Akali,Jayce,Ryze,0
81,4285-5386,Red,Urgot,Xin Zhao,Lissandra,Kai'Sa,Rakan,Cassiopeia,Camille,Galio,Zoe,Sejuani,1
82,4285-5387,Blue,Akali,Xin Zhao,Galio,Kai'Sa,Thresh,Camille,Aatrox,Rakan,Lee Sin,Olaf,1
83,4285-5387,Red,Gangplank,Nocturne,Zoe,Lucian,Gragas,Urgot,Cassiopeia,Irelia,Tahm Kench,Alistar,0
84,4286-5388,Blue,Poppy,Camille,Lissandra,Lucian,Braum,Irelia,Ezreal,Aatrox,Alistar,Thresh,1
85,4286-5388,Red,Akali,Xin Zhao,Galio,Kai'Sa,Tahm Kench,Cassiopeia,Rakan,Sion,Renekton,Urgot,0
86,4286-5389,Blue,Urgot,Camille,Akali,Kai'Sa,Braum,Irelia,Aatrox,Ezreal,Xin Zhao,Gangplank,1
87,4286-5389,Red,Jayce,Jarvan IV,Galio,Lucian,Alistar,Cassiopeia,Rakan,Sion,Morgana,Lissandra,0
88,4287-5390,Blue,Jax,Xin Zhao,Lissandra,Cassiopeia,Morgana,Irelia,Aatrox,Akali,Zoe,Syndra,0
89,4287-5390,Red,Jayce,Karthus,Urgot,Sivir,Rakan,Tahm Kench,Lucian,Camille,Sion,Ryze,1
90,4287-5391,Blue,Jax,Nocturne,Sion,Cassiopeia,Alistar,Irelia,Aatrox,Akali,Zoe,Syndra,1
91,4287-5391,Red,Urgot,Xin Zhao,Lissandra,Ezreal,Ornn,Tahm Kench,Lucian,Camille,Lee Sin,Sejuani,0
92,4287-5392,Blue,Urgot,Jarvan IV,Galio,Caitlyn,Morgana,Irelia,Aatrox,Akali,Zoe,Camille,0
93,4287-5392,Red,Sion,Lee Sin,Vayne,Xayah,Rakan,Tahm Kench,Lucian,Cassiopeia,Jax,Xin Zhao,1
94,4288-5393,Blue,Akali,Sejuani,Irelia,Ezreal,Tahm Kench,Lucian,Camille,Galio,Xin Zhao,Olaf,0
95,4288-5393,Red,Kled,Lee Sin,Lissandra,Kai'Sa,Rakan,Cassiopeia,Aatrox,Urgot,Yasuo,Varus,1
96,4288-5394,Blue,Urgot,Olaf,Lissandra,Caitlyn,Thresh,Irelia,Lucian,Akali,Braum,Alistar,0
97,4288-5394,Red,Fiora,Camille,Zoe,Kai'Sa,Morgana,Cassiopeia,Galio,Aatrox,Xayah,Rakan,1
98,4288-5395,Blue,Fiora,Gragas,Irelia,Viktor,Tahm Kench,Galio,Lucian,Kled,Rakan,Lee Sin,0
99,4288-5395,Red,Urgot,Kha'Zix,LeBlanc,Kai'Sa,Fiddlesticks,Cassiopeia,Aatrox,Zoe,Alistar,Morgana,1
100,4289-5396,Blue,Jayce,Xin Zhao,Galio,Kai'Sa,Rakan,Sejuani,Urgot,Aatrox,,Irelia,0
101,4289-5396,Red,Renekton,Olaf,Zoe,Lucian,Alistar,Cassiopeia,Camille,Akali,Morgana,LeBlanc,1
102,4289-5397,Blue,Fiora,Olaf,Akali,Ezreal,Ornn,Zoe,Aatrox,Urgot,Irelia,LeBlanc,0
103,4289-5397,Red,Renekton,Gragas,Jayce,Lucian,Thresh,Cassiopeia,Galio,Camille,Vladimir,Alistar,1
104,4290-5398,Blue,Renekton,Camille,Galio,Kai'Sa,Tahm Kench,Irelia,Vladimir,Akali,Ryze,Braum,1
105,4290-5398,Red,Sejuani,Olaf,Urgot,Lucian,Alistar,Cassiopeia,Lissandra,Aatrox,Rakan,Morgana,0
106,4290-5399,Blue,Urgot,Kindred,Zoe,Ezreal,Tahm Kench,Lissandra,Camille,Cassiopeia,Thresh,Braum,0
107,4290-5399,Red,Renekton,Olaf,Galio,Lucian,Soraka,Aatrox,Akali,Vladimir,Ryze,Nidalee,1
108,4291-5400,Blue,Urgot,Kindred,LeBlanc,Xayah,Rakan,Irelia,Galio,Lucian,Sion,Lissandra,1
109,4291-5400,Red,Renekton,Olaf,Ryze,Kai'Sa,Fiddlesticks,Cassiopeia,Aatrox,Akali,Xin Zhao,Camille,0
110,4291-5401,Blue,Urgot,Kha'Zix,Lissandra,Ezreal,Tahm Kench,Irelia,Akali,Lucian,Xin Zhao,Galio,1
111,4291-5401,Red,Sion,Karthus,Jayce,Sivir,Rakan,Cassiopeia,Aatrox,Camille,Ryze,Zoe,0
112,4291-5402,Blue,Swain,Gragas,Urgot,Xayah,Rakan,Irelia,Akali,Lucian,Caitlyn,Zoe,1
113,4291-5402,Red,Sion,Camille,Galio,Kai'Sa,Morgana,Cassiopeia,Aatrox,Lissandra,Kha'Zix,Xin Zhao,0
114,4292-5403,Blue,Akali,Lee Sin,Aatrox,Kai'Sa,Morgana,Irelia,Lucian,Galio,Zoe,LeBlanc,1
115,4292-5403,Red,Urgot,Nocturne,Ryze,Ezreal,Braum,Lissandra,Rakan,Cassiopeia,Alistar,Tahm Kench,0
116,4292-5404,Blue,Sion,Xin Zhao,Akali,Kai'Sa,Thresh,Lissandra,Jayce,Aatrox,Lulu,Nocturne,1
117,4292-5404,Red,Urgot,Lee Sin,Ryze,Lucian,Morgana,Cassiopeia,Irelia,Galio,Caitlyn,Kalista,0
118,4292-5405,Blue,Akali,Rek'Sai,Ryze,Kai'Sa,Rakan,Irelia,Galio,Thresh,Zoe,LeBlanc,0
119,4292-5405,Red,Urgot,Xin Zhao,Lucian,Ezreal,Alistar,Lissandra,Cassiopeia,Aatrox,Nocturne,Camille,1
120,4293-5406,Blue,Riven,Camille,Galio,Kai'Sa,Alistar,Irelia,Akali,Olaf,Sejuani,Renekton,1
121,4293-5406,Red,Urgot,Nocturne,Lissandra,Lucian,Braum,Cassiopeia,Aatrox,Ezreal,Ryze,Rakan,0
122,4293-5407,Blue,Riven,Gragas,Galio,Kai'Sa,Alistar,Irelia,Akali,Olaf,Fiora,Lissandra,1
123,4293-5407,Red,Camille,Xin Zhao,Vayne,Yasuo,Sejuani,Cassiopeia,Aatrox,Lucian,Jax,Urgot,0
124,4294-5408,Blue,Urgot,Xin Zhao,Lissandra,Lucian,Gragas,Irelia,Zoe,Camille,Alistar,Thresh,1
125,4294-5408,Red,Darius,Kayn,Akali,Kai'Sa,Fiddlesticks,Aatrox,Cassiopeia,Olaf,Morgana,Galio,0
126,4294-5409,Blue,Vladimir,Kayn,Galio,Xayah,Rakan,Irelia,Zoe,Camille,Alistar,Jayce,1
127,4294-5409,Red,Ryze,Sejuani,Urgot,Kai'Sa,Veigar,Cassiopeia,Aatrox,Lucian,Olaf,Xin Zhao,0
128,4295-5410,Blue,Ryze,Elise,Urgot,Lucian,Braum,Alistar,Ezreal,Morgana,Sejuani,Xin Zhao,0
129,4295-5410,Red,Irelia,Gragas,Galio,Vayne,Thresh,Akali,Cassiopeia,Rakan,Camille,Jayce,1
130,4295-5411,Blue,Vladimir,Lee Sin,Aatrox,Lucian,Fiddlesticks,Alistar,Ezreal,Irelia,LeBlanc,Zoe,0
131,4295-5411,Red,Urgot,Olaf,Jayce,Kai'Sa,Thresh,Akali,Cassiopeia,Rakan,Braum,Morgana,1
132,4296-5412,Blue,Aatrox,Lee Sin,Lissandra,Ezreal,Tahm Kench,Irelia,Lucian,Jayce,Ryze,Zac,0
133,4296-5412,Red,Urgot,Xin Zhao,Syndra,Xayah,Rakan,Akali,Cassiopeia,Galio,Vladimir,Kha'Zix,1
134,4296-5413,Blue,Sion,Aatrox,Lissandra,Kai'Sa,Alistar,Irelia,Lucian,Jayce,Zac,Syndra,0
135,4296-5413,Red,Urgot,Camille,Zoe,Xayah,Rakan,Akali,Cassiopeia,Galio,Vladimir,Kha'Zix,1
136,4297-5414,Blue,Urgot,Kha'Zix,Zoe,Ezreal,Tahm Kench,Rakan,Galio,Gragas,Alistar,Thresh,1
137,4297-5414,Red,Aatrox,Xin Zhao,Akali,Kai'Sa,Nautilus,Camille,Cassiopeia,Lucian,LeBlanc,Lissandra,0
138,4297-5415,Blue,Urgot,Xin Zhao,LeBlanc,Ezreal,Tahm Kench,Rakan,Gragas,Galio,Ryze,Lissandra,0
139,4297-5415,Red,Aatrox,Elise,Sion,Kai'Sa,Alistar,Camille,Cassiopeia,Lucian,Olaf,Kha'Zix,1
140,4297-5416,Blue,Renekton,Elise,Urgot,Varus,Tahm Kench,Camille,Lissandra,Lucian,Xin Zhao,Olaf,1
141,4297-5416,Red,Gangplank,Kayn,Akali,Cassiopeia,Morgana,Gragas,Galio,Aatrox,Ezreal,Kai'Sa,0
142,4298-5417,Blue,Poppy,Lee Sin,Syndra,Lucian,Galio,Akali,Aatrox,Cassiopeia,LeBlanc,Zoe,1
143,4298-5417,Red,Urgot,Elise,Vel'Koz,Ezreal,Alistar,Lissandra,Thresh,Sylas,Sion,Yorick,0
144,4298-5418,Blue,Urgot,Jarvan IV,Galio,Ezreal,Tahm Kench,Lissandra,Aatrox,Akali,Vayne,Kalista,0
145,4298-5418,Red,Yorick,Lee Sin,Zoe,Sivir,Alistar,Cassiopeia,Lucian,Sylas,LeBlanc,Kha'Zix,1
146,4299-5419,Blue,Sion,Rek'Sai,Cassiopeia,Xayah,Alistar,Thresh,Lucian,Ezreal,Yasuo,Camille,1
147,4299-5419,Red,Irelia,Olaf,Jayce,Kai'Sa,Braum,Akali,Lissandra,Aatrox,Lee Sin,Nocturne,0
148,4299-5420,Blue,Urgot,Xin Zhao,Syndra,Caitlyn,Braum,Lissandra,Akali,Aatrox,Lee Sin,Nocturne,0
149,4299-5420,Red,Sion,Nidalee,Jayce,Kai'Sa,Thresh,Cassiopeia,Lucian,Ezreal,Olaf,Yasuo,1
150,4300-5421,Blue,Urgot,Jarvan IV,LeBlanc,Kai'Sa,Galio,Camille,Lissandra,Ezreal,Thresh,Alistar,1
151,4300-5421,Red,Aatrox,Olaf,Akali,Sivir,Tahm Kench,Cassiopeia,Lucian,Lee Sin,Sylas,Kha'Zix,0
152,4300-5422,Blue,Vladimir,Skarner,Zoe,Kalista,Thresh,Camille,Lissandra,Ezreal,Olaf,Akali,1
153,4300-5422,Red,Sylas,Kha'Zix,LeBlanc,Kai'Sa,Alistar,Urgot,Cassiopeia,Lucian,Lee Sin,Gragas,0
154,4301-5423,Blue,Yorick,Olaf,Lissandra,Kai'Sa,Gragas,Aatrox,Zoe,Tahm Kench,Camille,Lee Sin,1
155,4301-5423,Red,Urgot,Kindred,Syndra,Ezreal,Braum,Cassiopeia,Akali,Lucian,Alistar,Thresh,0
156,4301-5424,Blue,Ryze,Camille,Irelia,Sivir,Galio,Lissandra,Lucian,Cassiopeia,Yorick,Alistar,0
157,4301-5424,Red,Urgot,Olaf,Zoe,Kai'Sa,Fiddlesticks,Jayce,Aatrox,Akali,LeBlanc,Riven,1
158,4302-5425,Blue,Urgot,Aatrox,Lissandra,Kalista,Braum,Ezreal,LeBlanc,Jayce,Irelia,Zoe,1
159,4302-5425,Red,Rumble,Olaf,Karma,Vayne,Thresh,Akali,Lucian,Kai'Sa,Tahm Kench,Alistar,0
160,4302-5426,Blue,Urgot,Aatrox,Lissandra,Caitlyn,Braum,Ezreal,Thresh,LeBlanc,Gragas,Olaf,1
161,4302-5426,Red,Viktor,Jarvan IV,Jayce,Vayne,Tahm Kench,Akali,Lucian,Kai'Sa,Alistar,Varus,0
162,4303-5427,Blue,Urgot,Olaf,Zoe,Kai'Sa,Alistar,Akali,Jayce,LeBlanc,Elise,Syndra,1
163,4303-5427,Red,Ornn,Aatrox,Lissandra,Ezreal,Tahm Kench,Gragas,Galio,Lee Sin,Sivir,Lucian,0
164,4303-5428,Blue,Urgot,Xin Zhao,Zoe,Lucian,Galio,Akali,Jayce,LeBlanc,Xayah,Kai'Sa,1
165,4303-5428,Red,Sion,Sejuani,Irelia,Kalista,Alistar,Lee Sin,Gragas,Olaf,Morgana,Thresh,0
166,4304-5429,Blue,Urgot,Kha'Zix,Ryze,Lucian,Alistar,Yasuo,Akali,Aatrox,Yorick,Vladimir,0
167,4304-5429,Red,Viktor,Lee Sin,Lissandra,Kai'Sa,Thresh,Camille,Zoe,Cassiopeia,Olaf,Karthus,1
168,4304-5430,Blue,Sion,Kha'Zix,Lissandra,Ezreal,Tahm Kench,Yasuo,Akali,Aatrox,Vladimir,Viktor,1
169,4304-5430,Red,Urgot,Sejuani,Jayce,Lucian,Thresh,Camille,Zoe,Cassiopeia,Olaf,Yorick,0
170,4304-5431,Blue,Viktor,Jarvan IV,Lissandra,Kai'Sa,Alistar,Camille,Zoe,Lucian,Ezreal,Yorick,0
171,4304-5431,Red,Urgot,Olaf,Aurelion Sol,Cassiopeia,Thresh,Yasuo,Aatrox,Akali,Kha'Zix,Lee Sin,1
172,4305-5432,Blue,Sylas,Camille,Lissandra,Ezreal,Shen,Thresh,Gragas,Sejuani,Braum,Akali,0
173,4305-5432,Red,Urgot,Olaf,Corki,Sivir,Galio,Cassiopeia,Lucian,Zoe,Alistar,Tahm Kench,1
174,4305-5433,Blue,Sion,Olaf,Zoe,Varus,Tahm Kench,Yasuo,LeBlanc,Alistar,Kalista,Kai'Sa,1
175,4305-5433,Red,Urgot,Trundle,Viktor,Sivir,Thresh,Galio,Lucian,Ezreal,Ashe,Irelia,0
176,4306-5434,Blue,Fiora,Kindred,Lissandra,Varus,Tahm Kench,Fiddlesticks,Olaf,Zoe,LeBlanc,Alistar,1
177,4306-5434,Red,Yorick,Camille,Corki,Kai'Sa,Morgana,Urgot,Aatrox,Lucian,Renekton,Xin Zhao,0
178,4306-5435,Blue,Renekton,Kindred,Karma,Ezreal,Tahm Kench,Olaf,Fiddlesticks,Zoe,Alistar,LeBlanc,0
179,4306-5435,Red,Kennen,Camille,Akali,Kai'Sa,Gragas,Aatrox,Urgot,Lissandra,Varus,Jinx,1
180,4306-5436,Blue,Sylas,Gragas,Sion,Kai'Sa,Alistar,Olaf,Camille,Zoe,Akali,LeBlanc,1
181,4306-5436,Red,Yorick,Xin Zhao,Ryze,Draven,Morgana,Aatrox,Urgot,Lissandra,Kled,Yasuo,0
182,4307-5437,Blue,Urgot,Olaf,Syndra,Lucian,Braum,Akali,Zoe,Aatrox,Kha'Zix,Xin Zhao,1
183,4307-5437,Red,Sion,Lee Sin,Lissandra,Kai'Sa,Alistar,Kled,Thresh,Cassiopeia,LeBlanc,Ryze,0
184,4307-5438,Blue,Jax,Jarvan IV,Syndra,Ezreal,Tahm Kench,Akali,Zoe,Aatrox,Thresh,Braum,1
185,4307-5438,Red,Urgot,Xin Zhao,Lissandra,Viktor,Soraka,Lucian,Olaf,Kled,Lee Sin,Sion,0
186,4308-5439,Blue,Urgot,Lee Sin,Zoe,Vayne,Braum,Lissandra,Thresh,Akali,Yasuo,Irelia,1
187,4308-5439,Red,Sion,Gragas,Jayce,Ashe,Tahm Kench,Lucian,Cassiopeia,Alistar,Olaf,Kai'Sa,0
188,4308-5440,Blue,Urgot,Olaf,Syndra,Ezreal,Tahm Kench,Lissandra,Akali,Jayce,Sion,Lee Sin,0
189,4308-5440,Red,Vladimir,Jarvan IV,LeBlanc,Kai'Sa,Alistar,Lucian,Cassiopeia,Zoe,Gragas,Ryze,1
190,4308-5442,Blue,Sion,Kayn,Zoe,Ezreal,Galio,Alistar,Syndra,LeBlanc,Olaf,Gragas,1
191,4308-5442,Red,Jax,Lee Sin,Urgot,Cassiopeia,Tahm Kench,Lucian,Lissandra,Akali,Jarvan IV,Camille,0
192,4309-5441,Blue,Yorick,Olaf,LeBlanc,Ezreal,Braum,Thresh,Gragas,Lucian,Jarvan IV,Xin Zhao,1
193,4309-5441,Red,Urgot,Camille,Lissandra,Kai'Sa,Rakan,Zoe,Yasuo,Tahm Kench,Syndra,Sylas,0
194,4309-5443,Blue,Sion,Olaf,Akali,Ezreal,Alistar,Thresh,Gragas,Lucian,Lee Sin,Camille,0
195,4309-5443,Red,Urgot,Aatrox,Lissandra,Vayne,Braum,Zoe,Tahm Kench,Yorick,LeBlanc,Syndra,1
196,4309-5444,Blue,Urgot,Lee Sin,Vladimir,Lucian,Gragas,Thresh,Lissandra,Ezreal,Kai'Sa,Alistar,0
197,4309-5444,Red,Sion,Aatrox,LeBlanc,Sivir,Braum,Zoe,Tahm Kench,Yorick,Jayce,Syndra,1
198,4310-5445,Blue,Sylas,Lee Sin,Lissandra,Kai'Sa,Braum,Zoe,Jayce,Syndra,Camille,Olaf,0
199,4310-5445,Red,Fiora,Aatrox,Ryze,Kalista,Alistar,Akali,Lucian,Cassiopeia,Tahm Kench,Morgana,1
200,4310-5446,Blue,Akali,Gragas,Jayce,Ezreal,Galio,Urgot,Cassiopeia,Lucian,Olaf,Camille,1
